year,value
2008-09,0.49091123273768533
2009-10,0.49540277470226346
2010-11,0.51312073181013407
2011-12,0.54282470784641068
2012-13,0.46091086895780942
2013-14,0.46096699181590312
2014-15,0.46511924499426094
2015-16,0.44611328356440338
2016-17,0.47568570709612479
2017-18,0.44584873190961155
2018-19,0.41924846200742671
2019-20,0.3914949583516002
