year,value
2008-09,0.60953958733843028
2009-10,0.543164953658281
2010-11,0.44582506008987355
2011-12,0.24966659184239368
2012-13,0.22202754127084076
2013-14,0.2309785045890759
2014-15,0.241249777913145
2015-16,0.23555122412214644
2016-17,0.23790461297888976
2017-18,0.1978169230339745
2018-19,0.16820428336079077
2019-20,0.17360044066912128
