year,value
2008-09,0.75283627532712316
2009-10,0.746098375807523
2010-11,0.75124357136835007
2011-12,0.75286811352253757
2012-13,0.667365185806091
2013-14,0.68553136230483491
2014-15,0.69478382859329169
2015-16,0.68414504088162109
2016-17,0.68794036235530953
2017-18,0.68403532033740511
2018-19,0.666851410519315
2019-20,0.64194066929709193
