Enrollment Month,Plan Type,County,Plan Name, Count of Enrollees ,Count of Enrollees Annotation Code,Count of Enrollees Annotation Description
2021-08,Local Initiative (2 Plan),San Bernardino,Inland Emp Hlth Plan/S Ber,"688,102",None,None
2021-08,Local Initiative (2 Plan),Kern,Kern Hlth Systems,"305,589",None,None
2021-08,Local Initiative (2 Plan),Los Angeles,LA CARE,"2,287,407",None,None
2021-08,Local Initiative (2 Plan),San Francisco,San Francisco Hlth Plan,"150,691",None,None
2021-08,Local Initiative (2 Plan),Santa Clara,Santa Clara Family Hlth,"275,386",None,None
2021-08,PACE,Orange,CalOPTIMA PACE,411,None,None
2021-08,PACE,San Diego ,Family Health Centers/San Diego,160,None,None
2021-08,PACE,San Diego ,Gary and Mary West PACE of Northern San Diego,155,None,None
2021-08,PACE,Humboldt,"Humboldt Senior Resource Center, Inc./Humboldt",222,None,None
2021-08,PACE,Riverside,InnovAge PACE/Riverside,318,None,None
2021-08,PACE,San Bernardino,InnovAge PACE/San Bernardino,762,None,None
2021-08,PACE,Santa Clara,OnLok Lifeways,352,None,None
2021-08,PACE,Alameda,OnLok Senior Hlth dba OnLok Lifeways/Alameda,305,None,None
2021-08,PACE,San Francisco,OnLok Senior Hlth dba OnLok Lifeways/San Fran,"1,012",None,None
2021-08,PACE,Los Angeles,Pacific PACE,218,None,None
2021-08,PACE,San Diego ,San Diego PACE/San Diego,"1,667",None,None
2021-08,PACE,San Diego ,St. Paul's PACE,"1,133",None,None
2021-08,Primary Care Case Mgmt,Los Angeles,AIDS HlthCare Found/ LA,718,None,None
2021-08,Regional,Alpine,Anthem Blue Cross Partnership Plan/Alpine,158,None,None
2021-08,Regional,Amador,Anthem Blue Cross Partnership Plan/Amador,"5,552",None,None
2021-08,Regional,Butte,Anthem Blue Cross Partnership Plan/Butte,"23,531",None,None
2021-08,Regional,Calaveras,Anthem Blue Cross Partnership Plan/Calaveras,"5,580",None,None
2021-08,Regional,Colusa,Anthem Blue Cross Partnership Plan/Colusa,"5,061",None,None
2021-08,Regional,El Dorado,Anthem Blue Cross Partnership Plan/El Dorado,"12,110",None,None
2021-08,Regional,Glenn,Anthem Blue Cross Partnership Plan/Glenn,"2,742",None,None
2021-08,Regional,Inyo,Anthem Blue Cross Partnership Plan/Inyo,"2,634",None,None
2021-08,Regional,Mariposa,Anthem Blue Cross Partnership Plan/Mariposa,"3,754",None,None
2021-08,Regional,Mono,Anthem Blue Cross Partnership Plan/Mono,"1,961",None,None
2021-08,Regional,Nevada,Anthem Blue Cross Partnership Plan/Nevada,"13,378",None,None
2021-08,Regional,Placer,Anthem Blue Cross Partnership Plan/Placer,"33,847",None,None
2021-08,Regional,Plumas,Anthem Blue Cross Partnership Plan/Plumas,"2,947",None,None
2021-08,Regional,Sierra,Anthem Blue Cross Partnership Plan/Sierra,371,None,None
2021-08,Regional,Sutter,Anthem Blue Cross Partnership Plan/Sutter,"22,871",None,None
2021-08,Regional,Tehama,Anthem Blue Cross Partnership Plan/Tehama,"10,058",None,None
2021-08,Regional,Tuolumne,Anthem Blue Cross Partnership Plan/Tuolumne,"6,377",None,None
2021-08,Regional,Yuba,Anthem Blue Cross Partnership Plan/Yuba,"18,238",None,None
2021-08,Regional,Alpine,California Health & Wellness/Alpine,69,None,None
2021-08,Regional,Amador,California Health & Wellness/Amador,"1,403",None,None
2021-08,Regional,Butte,California Health & Wellness/Butte,"44,520",None,None
2021-08,Regional,Calaveras,California Health & Wellness/Calaveras,"5,448",None,None
2021-08,Regional,Colusa,California Health & Wellness/Colusa,"3,838",None,None
2021-08,Regional,El Dorado,California Health & Wellness/El Dorado,"18,764",None,None
2021-08,Regional,Glenn,California Health & Wellness/Glenn,"8,598",None,None
2021-08,Regional,Inyo,California Health & Wellness/Inyo,"1,993",None,None
2021-08,Regional,Mariposa,California Health & Wellness/Mariposa,931,None,None
2021-08,Regional,Mono,California Health & Wellness/Mono,946,None,None
2021-08,Regional,Nevada,California Health & Wellness/Nevada,"9,297",None,None
2021-08,Regional,Placer,California Health & Wellness/Placer,"11,332",None,None
2021-08,Regional,Plumas,California Health & Wellness/Plumas,"2,750",None,None
2021-08,Regional,Sierra,California Health & Wellness/Sierra,227,None,None
2021-08,Regional,Sutter,California Health & Wellness/Sutter,"12,579",None,None
2021-08,Regional,Tehama,California Health & Wellness/Tehama,"13,715",None,None
2021-08,Regional,Tuolumne,California Health & Wellness/Tuolumne,"5,466",None,None
2021-08,Regional,Yuba,California Health & Wellness/Yuba,"10,601",None,None
2021-08,Regional,Amador,Kaiser/Amador,192,None,None
2021-08,Regional,El Dorado,Kaiser/El Dorado,"2,762",None,None
2021-08,Regional,Placer,Kaiser/Placer,"10,731",None,None
2021-08,San Benito Model,San Benito,Anthem Blue Cross/San Benito,"9,679",None,None
2021-08,SCAN,Los Angeles,SCAN (Nurs hm cert) / LA,"1,607",None,None
2021-08,SCAN,Riverside,SCAN (Nurs hm cert)/Rvrsd,484,None,None
2021-08,SCAN,San Bernardino,SCAN (Nurs hm cert)/S Ber,325,None,None
2021-08,SCAN,Los Angeles,SCAN Hlth Plan / LA,"8,471",None,None
2021-08,SCAN,Riverside,SCAN Hlth Plan/Rvrsd,"2,042",None,None
2021-08,SCAN,San Bernardino,SCAN Hlth Plan/San Bern,"1,438",None,None
2021-08,Special Project,Los Angeles,AltaMed Hlth Sr. Buena Care/LA,"3,306",None,None
2021-08,Special Project,Orange,AltaMed PACE,91,None,None
2021-08,Special Project,Kern,Bakersfield PACE,219,None,None
2021-08,Special Project,Los Angeles,Brandman Ctrs for Senior Care,254,None,None
2021-08,Special Project,Contra Costa,Center for Elders Independence,134,None,None
2021-08,Special Project,San Joaquin,Central PACE San Joaquin,,1,Cell suppressed for small numbers
2021-08,Special Project,Stanislaus,Central PACE Stanislaus,100,None,None
2021-08,Special Project,Alameda,Cntr Elders Indep/Alameda,770,None,None
2021-08,Special Project,San Francisco,Family Mosaic Prj / SF,13,None,None
2021-08,Special Project,Fresno,Fresno PACE,994,None,None
2021-08,Special Project,Yuba,InnovAge PACE/Yuba,,1,Cell suppressed for small numbers
2021-08,Special Project,El Dorado,InnovAge/El Dorado,,1,Cell suppressed for small numbers
2021-08,Special Project,Placer,InnovAge/Placer,13,None,None
2021-08,Special Project,Sacramento,InnovAge/Sacramento,150,None,None
2021-08,Special Project,Los Angeles,LA Coast PACE,148,None,None
2021-08,Special Project,San Francisco,North East Medical Services PACE,28,None,None
2021-08,Special Project,San Diego ,Rady Childrens Hosp/San Diego,384,None,None
2021-08,Special Project,Fresno,Sequoia PACE Fresno,150,None,None
2021-08,Special Project,Kings,Sequoia PACE Kings,,1,Cell suppressed for small numbers
2021-08,Special Project,Madera,Sequoia PACE Madera,,1,Cell suppressed for small numbers
2021-08,Special Project,Tulare,Sequoia PACE Tulare,,1,Cell suppressed for small numbers
2021-08,Special Project,San Joaquin,Stockton PACE/San Joaquin,278,None,None
2021-08,Special Project,Stanislaus,Stockton PACE/Stanislaus,51,None,None
2021-08,Special Project,Sacramento,Sutter SeniorCare/Sac,460,None,None
2021-09,Cal MediConnect,Los Angeles,Anthem Blue Cross (CMC)/Los Angeles,"2,005",None,None
2021-09,Cal MediConnect,Santa Clara,Anthem Blue Cross Partnership Plan/Santa Clara CCI,"1,712",None,None
2021-09,Cal MediConnect,Los Angeles,Blue Shield of California Promise (CMC)/Los Angeles,"2,743",None,None
2021-09,Cal MediConnect,Orange,CalOPTIMA CCI,"14,835",None,None
2021-09,Cal MediConnect,San Diego ,Care 1st Parternship CCI,"2,548",None,None
2021-09,Cal MediConnect,San Diego ,Community Health Group CCI,"6,912",None,None
2021-09,Cal MediConnect,Los Angeles,Health Net Los Angeles CCI,"6,367",None,None
2021-09,Cal MediConnect,San Diego ,Health Net San Diego CCI,"1,259",None,None
2021-09,Cal MediConnect,San Mateo,Hlth Plan of San Mateo CCI,"8,825",None,None
2021-09,Cal MediConnect,Riverside,Inland Emp Hlth Plan/Rvrsd CCI,"15,755",None,None
2021-09,Cal MediConnect,San Bernardino,Inland Emp Hlth Plan/San Beranrdino CCI,"15,718",None,None
2021-09,Cal MediConnect,Los Angeles,LA CARE CCI,"18,463",None,None
2021-09,Cal MediConnect,Los Angeles,Molina Healthcare Los Angeles CCI,"1,425",None,None
2021-09,Cal MediConnect,Riverside,Molina Healthcare Riverside CCI,"1,531",None,None
2021-09,Cal MediConnect,San Bernardino,Molina Healthcare San Bernardino CCI,"1,364",None,None
2021-09,Cal MediConnect,San Diego ,Molina Healthcare San Diego CCI,"3,364",None,None
2021-09,Cal MediConnect,Santa Clara,Santa Clara Family Health Plan (CMC)/Santa Clara,"10,139",None,None
2021-09,COHS,Orange,CalOPTIMA / Orange,"839,215",None,None
2021-09,COHS,San Luis Obispo,CenCal - San Luis Obispo,"61,662",None,None
2021-09,COHS,Santa Barbara,CenCal - Santa Barbara,"145,124",None,None
2021-09,COHS,Merced,Central California Alliance for Health Merced,"138,055",None,None
2021-09,COHS,Monterey,Central California Alliance for Health/Montery,"170,429",None,None
2021-09,COHS,Santa Cruz,Central California Alliance for Health/Santa Cruz,"74,583",None,None
2021-09,COHS,Ventura,Gold Coast Health Plan Ventura,"225,585",None,None
2021-09,COHS,San Mateo,Hlth Plan of San Mateo,"121,066",None,None
2021-09,COHS,Del Norte,Partnership HealthPlan of CA/Del Norte,"12,157",None,None
2021-09,COHS,Humboldt,Partnership HealthPlan of CA/Humboldt,"57,971",None,None
2021-09,COHS,Lake,Partnership HealthPlan of CA/Lake,"33,120",None,None
2021-09,COHS,Lassen,Partnership HealthPlan of CA/Lassen,"8,196",None,None
2021-09,COHS,Marin,Partnership HealthPlan of CA/Marin,"44,304",None,None
2021-09,COHS,Mendocino,Partnership HealthPlan of CA/Mendocino,"39,005",None,None
2021-09,COHS,Modoc,Partnership HealthPlan of CA/Modoc,"3,781",None,None
2021-09,COHS,Shasta,Partnership HealthPlan of CA/Shasta,"66,832",None,None
2021-09,COHS,Siskiyou,Partnership HealthPlan of CA/Siskiyou,"18,806",None,None
2021-09,COHS,Sonoma,Partnership HealthPlan of CA/Sonoma,"118,791",None,None
2021-09,COHS,Trinity,Partnership HealthPlan of CA/Trinity,"5,205",None,None
2021-09,COHS,Yolo,Partnership HealthPlan of CA/Yolo,"56,759",None,None
2021-09,COHS,Napa,Partnership HP of CA/Napa,"31,868",None,None
2021-09,COHS,Solano,Partnership HP of CA/Solano,"123,671",None,None
2021-09,Commercial Plan (2 Plan),Alameda,Anthem Blue Cross Partnership Plan/Alameda,"68,467",None,None
2021-09,Commercial Plan (2 Plan),Contra Costa,Anthem Blue Cross Partnership Plan/CC,"32,771",None,None
2021-09,Commercial Plan (2 Plan),Fresno,Anthem Blue Cross Partnership Plan/Fresno,"126,279",None,None
2021-09,Commercial Plan (2 Plan),Kings,Anthem Blue Cross Partnership Plan/Kings,"21,755",None,None
2021-09,Commercial Plan (2 Plan),Madera,Anthem Blue Cross Partnership Plan/Madera,"23,925",None,None
2021-09,Commercial Plan (2 Plan),Santa Clara,Anthem Blue Cross Partnership Plan/SC,"74,680",None,None
2021-09,Commercial Plan (2 Plan),San Francisco,Anthem Blue Cross Partnership Plan/SF,"20,442",None,None
2021-09,Commercial Plan (2 Plan),Los Angeles,Health Net / LA,"997,017",None,None
2021-09,Commercial Plan (2 Plan),San Joaquin,Health Net/San Joaquin,"22,439",None,None
2021-09,Commercial Plan (2 Plan),Stanislaus,Health Net/Stanislaus,"63,144",None,None
2021-09,Commercial Plan (2 Plan),Tulare,Health Net/Tulare,"117,749",None,None
2021-09,Commercial Plan (2 Plan),Kern,Heath Net/Kern,"72,791",None,None
2021-09,Commercial Plan (2 Plan),Riverside,Molina Healthcare of California/Riverside,"94,680",None,None
2021-09,Commercial Plan (2 Plan),San Bernardino,Molina Healthcare of California/San Bernardino,"78,255",None,None
2021-09,Dental,Los Angeles,Access Dental Plan/LA,"133,606",None,None
2021-09,Dental,Sacramento,Access Dental Plan/Sacto,"142,571",None,None
2021-09,Dental,Los Angeles,Health Net of California,"201,375",None,None
2021-09,Dental,Sacramento,Health Net of California Dental,"157,453",None,None
2021-09,Dental,Los Angeles,Liberty Dental Plan of CA (LA),"71,868",None,None
2021-09,Dental,Sacramento,Liberty Dental Plan of CA/Sacto,"187,245",None,None
2021-09,Geographic Managed Care,Sacramento,Aetna Better Health / Sacramento,"16,073",None,None
2021-09,Geographic Managed Care,San Diego ,Aetna Better Health / San Diego,"21,812",None,None
2021-09,Geographic Managed Care,Sacramento,Anthem Blue Cross Partnership Plan/Sac,"198,513",None,None
2021-09,Geographic Managed Care,San Diego ,Blue Shield of California Promise/San Diego,"110,798",None,None
2021-09,Geographic Managed Care,San Diego ,Comm Hlth Grp/San Diego,"298,258",None,None
2021-09,Geographic Managed Care,Sacramento,Health Net/Sac,"121,612",None,None
2021-09,Geographic Managed Care,San Diego ,Health Net/San Diego,"79,792",None,None
2021-09,Geographic Managed Care,Sacramento,Kaiser Foundation/Sac,"104,838",None,None
2021-09,Geographic Managed Care,San Diego ,Kaiser/San Diego,"60,159",None,None
2021-09,Geographic Managed Care,Sacramento,Molina Healthcare of California/Sacramento,"53,580",None,None
2021-09,Geographic Managed Care,San Diego ,Molina Healthcare of California/San Diego,"227,298",None,None
2021-09,Geographic Managed Care,San Diego ,UnitedHealthCare / San Diego,"25,002",None,None
2021-09,Imperial Model,Imperial,California Health and Wellness Plan/Imperial,"68,320",None,None
2021-09,Imperial Model,Imperial,Molina Healthcare of California/Imperial,"15,901",None,None
2021-09,Local Initiative (2 Plan),Alameda,Alameda Alliance for Hlth,"287,395",None,None
2021-09,Local Initiative (2 Plan),Tulare,Anthem Blue Cross Partnership Plan/Tulare,"109,957",None,None
2021-09,Local Initiative (2 Plan),Fresno,CalViva Health Fresno,"315,003",None,None
2021-09,Local Initiative (2 Plan),Kings,CalViva Health Kings,"33,064",None,None
2021-09,Local Initiative (2 Plan),Madera,CalViva Health Madera,"41,995",None,None
2021-09,Local Initiative (2 Plan),Contra Costa,Contra Costa Hlth Plan,"210,660",None,None
2021-09,Local Initiative (2 Plan),Stanislaus,Health Plan of San Joaquin,"147,431",None,None
2021-09,Local Initiative (2 Plan),San Joaquin,Hlth Plan of San Joaquin,"236,857",None,None
2021-09,Local Initiative (2 Plan),Riverside,Inland Emp Hlth Plan/Rvrsd,"711,140",None,None
2021-09,Local Initiative (2 Plan),San Bernardino,Inland Emp Hlth Plan/S Ber,"690,988",None,None
2021-09,Local Initiative (2 Plan),Kern,Kern Hlth Systems,"307,097",None,None
2021-09,Local Initiative (2 Plan),Los Angeles,LA CARE,"2,297,218",None,None
2021-09,Local Initiative (2 Plan),San Francisco,San Francisco Hlth Plan,"151,207",None,None
2021-09,Local Initiative (2 Plan),Santa Clara,Santa Clara Family Hlth,"276,256",None,None
2021-09,PACE,Orange,CalOPTIMA PACE,411,None,None
2021-09,PACE,San Diego ,Family Health Centers/San Diego,163,None,None
2021-09,PACE,San Diego ,Gary and Mary West PACE of Northern San Diego,163,None,None
2021-09,PACE,Humboldt,"Humboldt Senior Resource Center, Inc./Humboldt",224,None,None
2021-09,PACE,Riverside,InnovAge PACE/Riverside,318,None,None
2021-09,PACE,San Bernardino,InnovAge PACE/San Bernardino,761,None,None
