County,Year,Violent Crimes,Property Crimes,Population
Ventura,2015,0.0,0.0,850038
Ventura,2016,0.0,0.0,850227
Ventura,2017,0.0,0.0,849979
Ventura,2018,0.0,0.0,849523
Ventura,2019,0.0,0.0,845474
Ventura,2020,0.0,0.0,844126
Ventura,2021,0.0,0.0,837763
Ventura,2022,0.0,0.0,831169
Ventura,2023,0.0,0.0,826745
Yolo,2000,953.0,0.0,169818
Yolo,2001,680.0,0.0,175102
Yolo,2002,838.0,0.0,179271
Yolo,2003,0.0,0.0,182331
Yolo,2004,0.0,0.0,185707
Yolo,2005,778.0,0.0,187354
Yolo,2006,821.0,0.0,190809
Yolo,2007,751.0,0.0,194854
Yolo,2008,549.0,0.0,197589
Yolo,2009,556.0,0.0,199697
Yolo,2010,512.0,0.0,202503
Yolo,2011,569.0,0.0,202754
Yolo,2012,556.0,0.0,205138
Yolo,2013,642.0,0.0,206723
Yolo,2014,757.0,0.0,207708
Yolo,2014,757.0,0.0,207708
Yolo,2015,804.0,0.0,209893
Yolo,2016,639.0,0.0,213224
Yolo,2017,568.0,0.0,215072
Yolo,2018,674.0,0.0,216474
Yolo,2019,637.0,0.0,216073
Yolo,2020,621.0,0.0,218271
Yolo,2021,689.0,0.0,214504
Yolo,2022,596.0,0.0,221700
Yolo,2023,561.0,0.0,221202
Yuba,2000,342.0,0.0,60334
Yuba,2001,335.0,0.0,61426
Yuba,2002,371.0,0.0,62738
Yuba,2003,350.0,0.0,63962
Yuba,2004,395.0,0.0,65249
Yuba,2005,331.0,0.0,67712
Yuba,2006,334.0,0.0,69218
Yuba,2007,396.0,0.0,70221
Yuba,2008,355.0,0.0,71422
Yuba,2009,279.0,0.0,71796
Yuba,2010,250.0,0.0,72408
Yuba,2011,341.0,0.0,73140
Yuba,2012,285.0,0.0,73721
Yuba,2013,272.0,0.0,74137
Yuba,2014,296.0,0.0,74877
Yuba,2014,296.0,0.0,74877
Yuba,2015,313.0,0.0,75748
Yuba,2016,318.0,0.0,76782
Yuba,2017,325.0,0.0,78181
Yuba,2018,341.0,0.0,79043
Yuba,2019,326.0,0.0,80250
Yuba,2020,404.0,0.0,81831
Yuba,2021,354.0,0.0,82091
Yuba,2022,279.0,0.0,82563
Yuba,2023,334.0,827.0,83405
