county_fips,County,population,num_uninsured,num_insured,pct_uninsured,pct_uninsured_moe,year
00007,Butte,10740,1135,9605,10.6,2.8,2018
00007,Butte,21117,797,20320,3.8,1.1,2018
00007,Butte,25867,2475,23392,9.6,1.7,2018
00007,Butte,43416,4392,39024,10.1,2.0,2018
00007,Butte,17549,1917,15632,10.9,2.6,2018
00007,Butte,30821,3399,27422,11.0,2.4,2018
00007,Butte,25392,2797,22595,11.0,2.5,2018
00007,Butte,63921,5168,58753,8.1,1.5,2018
00007,Butte,26160,3316,22844,12.7,2.1,2018
00007,Butte,42220,5548,36672,13.1,2.3,2018
00007,Butte,16060,2232,13828,13.9,3.1,2018
00007,Butte,29004,4149,24855,14.3,2.8,2018
00007,Butte,23401,3347,20054,14.3,3.0,2018
00007,Butte,63951,6675,57276,10.4,1.8,2018
00007,Butte,52027,5791,46236,11.1,1.4,2018
00007,Butte,85636,9940,75696,11.6,1.5,2018
00007,Butte,33609,4149,29460,12.3,2.0,2018
00007,Butte,48793,6144,42649,12.6,2.0,2018
00007,Butte,127872,11843,116029,9.3,1.2,2018
00007,Butte,21384,712,20672,3.3,0.8,2018
00007,Butte,35750,1276,34474,3.6,0.9,2018
00007,Butte,14366,564,13802,3.9,1.2,2018
00007,Butte,26009,982,25027,3.8,1.1,2018
00007,Butte,48039,1502,46537,3.1,0.8,2018
00007,Butte,33339,2440,30899,7.3,1.6,2018
00007,Butte,59825,7548,52277,12.6,1.9,2018
00007,Butte,18432,2232,16200,12.1,2.6,2018
00007,Butte,66991,8235,58756,12.3,1.7,2018
00007,Butte,55210,6744,48466,12.2,1.8,2018
00007,Butte,138798,12789,126009,9.2,1.1,2018
00007,Butte,37773,2967,34806,7.9,1.2,2018
00007,Butte,64626,5360,59266,8.3,1.4,2018
00007,Butte,26853,2393,24460,8.9,1.8,2018
00007,Butte,46646,4165,42481,8.9,1.7,2018
00007,Butte,38544,3441,35103,8.9,1.7,2018
00007,Butte,91474,6269,85205,6.9,1.1,2018
00007,Butte,38465,3855,34610,10.0,1.5,2018
00007,Butte,63795,6557,57238,10.3,1.6,2018
00007,Butte,25330,2702,22628,10.7,2.0,2018
00007,Butte,44808,4926,39882,11.0,1.9,2018
00007,Butte,36463,3992,32471,10.9,2.0,2018
00007,Butte,92809,7850,84959,8.5,1.2,2018
00007,Butte,76238,6822,69416,8.9,1.0,2018
00007,Butte,128421,11917,116504,9.3,1.1,2018
00007,Butte,52183,5095,47088,9.8,1.4,2018
00007,Butte,91454,9091,82363,9.9,1.3,2018
00007,Butte,75007,7433,67574,9.9,1.3,2018
00007,Butte,184283,14119,170164,7.7,0.8,2018
00007,Butte,38769,4612,34157,11.9,1.8,2018
00007,Butte,94671,10794,83877,11.4,1.4,2018
00007,Butte,12181,1427,10754,11.7,2.4,2018
00007,Butte,69444,7171,62273,10.3,1.6,2018
00007,Butte,11777,1577,10200,13.4,3.2,2018
00007,Butte,9303,1239,8064,13.3,3.4,2018
00007,Butte,31602,2782,28820,8.8,1.8,2018
00007,Butte,25017,2651,22366,10.6,1.6,2018
00007,Butte,38502,4196,34306,10.9,1.7,2018
00007,Butte,13485,1545,11940,11.5,2.2,2018
00007,Butte,24887,2977,21910,12.0,2.1,2018
00007,Butte,20043,2374,17669,11.8,2.2,2018
00007,Butte,64941,5222,59719,8.0,1.2,2018
00007,Butte,27716,2648,25068,9.6,1.6,2018
00007,Butte,6251,805,5446,12.9,3.4,2018
00007,Butte,20387,2162,18225,10.6,2.3,2018
00007,Butte,34615,3745,30870,10.8,2.2,2018
00007,Butte,28847,3106,25741,10.8,2.3,2018
00007,Butte,55902,6182,49720,11.1,1.3,2018
00007,Butte,69354,5618,63736,8.1,1.4,2018
00007,Butte,28186,3534,24652,12.5,1.9,2018
00007,Butte,46568,5984,40584,12.9,2.1,2018
00007,Butte,18382,2450,15932,13.3,2.7,2018
00007,Butte,32376,4490,27886,13.9,2.6,2018
00007,Butte,26363,3638,22725,13.8,2.7,2018
00007,Butte,48103,4810,43293,10.0,1.8,2018
00009,Calaveras,944,107,837,11.3,4.9,2018
00009,Calaveras,2769,286,2483,10.3,3.7,2018
00009,Calaveras,1825,179,1646,9.8,3.3,2018
00009,Calaveras,2960,239,2721,8.1,3.0,2018
00009,Calaveras,1322,118,1204,8.9,4.0,2018
00009,Calaveras,1720,154,1566,9.0,3.8,2018
00009,Calaveras,850,75,775,8.8,4.1,2018
00009,Calaveras,1819,206,1613,11.3,4.6,2018
00009,Calaveras,5907,330,5577,5.6,2.0,2018
00009,Calaveras,1419,162,1257,11.4,4.8,2018
00009,Calaveras,2741,280,2461,10.2,3.2,2018
00009,Calaveras,5729,525,5204,9.2,2.4,2018
00009,Calaveras,1794,182,1612,10.1,3.3,2018
00009,Calaveras,3539,360,3179,10.2,3.0,2018
00009,Calaveras,11329,714,10615,6.3,1.5,2018
00009,Calaveras,3007,256,2751,8.5,2.2,2018
00009,Calaveras,4189,378,3811,9.0,2.5,2018
00009,Calaveras,1182,122,1060,10.3,3.5,2018
00009,Calaveras,2510,259,2251,10.3,3.2,2018
00009,Calaveras,2110,164,1946,7.8,2.7,2018
00009,Calaveras,5422,384,5038,7.1,2.4,2018
00009,Calaveras,8014,288,7726,3.6,0.9,2018
00009,Calaveras,11765,1147,10618,9.7,1.9,2018
00009,Calaveras,3889,183,3706,4.7,1.5,2018
00009,Calaveras,4911,465,4446,9.5,2.0,2018
00009,Calaveras,6926,709,6217,10.2,2.3,2018
00009,Calaveras,2015,244,1771,12.1,3.3,2018
00009,Calaveras,4311,509,3802,11.8,3.0,2018
00009,Calaveras,3268,396,2872,12.1,3.2,2018
00009,Calaveras,12196,898,11298,7.4,1.6,2018
00009,Calaveras,4556,588,3968,12.9,2.5,2018
00009,Calaveras,6502,880,5622,13.5,2.7,2018
00009,Calaveras,1946,292,1654,15.0,3.7,2018
00009,Calaveras,4181,634,3547,15.2,3.4,2018
00009,Calaveras,3177,492,2685,15.5,3.6,2018
00009,Calaveras,1932,203,1729,10.5,3.3,2018
00009,Calaveras,9467,1053,8414,11.1,1.6,2018
00009,Calaveras,13428,1589,11839,11.8,1.8,2018
00009,Calaveras,3961,536,3425,13.5,2.5,2018
00009,Calaveras,8492,1143,7349,13.5,2.3,2018
00009,Calaveras,6445,888,5557,13.8,2.4,2018
00009,Calaveras,23961,2045,21916,8.5,1.2,2018
00009,Calaveras,3827,142,3685,3.7,1.0,2018
00009,Calaveras,5648,238,5410,4.2,1.2,2018
00009,Calaveras,1821,96,1725,5.3,1.8,2018
00009,Calaveras,2971,145,2826,4.9,1.6,2018
00009,Calaveras,8207,503,7704,6.1,1.6,2018
00009,Calaveras,3935,343,3592,8.7,2.1,2018
00009,Calaveras,3910,457,3453,11.7,3.0,2018
00009,Calaveras,9055,1215,7840,13.4,2.1,2018
00009,Calaveras,6909,947,5962,13.7,2.3,2018
00009,Calaveras,25179,2162,23017,8.6,1.2,2018
00009,Calaveras,6808,546,6262,8.0,1.5,2018
00009,Calaveras,9936,855,9081,8.6,1.7,2018
00009,Calaveras,3128,309,2819,9.9,2.3,2018
00009,Calaveras,6469,624,5845,9.6,2.1,2018
00009,Calaveras,4967,489,4478,9.8,2.2,2018
00009,Calaveras,16436,1073,15363,6.5,1.2,2018
00009,Calaveras,6803,693,6110,10.2,1.7,2018
00009,Calaveras,9670,1043,8627,10.8,1.9,2018
00009,Calaveras,2867,350,2517,12.2,2.7,2018
00009,Calaveras,6284,755,5529,12.0,2.4,2018
00009,Calaveras,4758,587,4171,12.3,2.5,2018
00009,Calaveras,16308,1346,14962,8.3,1.4,2018
00009,Calaveras,13611,1239,12372,9.1,1.1,2018
00009,Calaveras,19606,1898,17708,9.7,1.3,2018
00009,Calaveras,5995,659,5336,11.0,1.8,2018
00009,Calaveras,12753,1379,11374,10.8,1.6,2018
00009,Calaveras,9725,1076,8649,11.1,1.7,2018
00009,Calaveras,2690,300,2390,11.2,2.7,2018
00009,Calaveras,4273,574,3699,13.4,2.3,2018
00009,Calaveras,14254,1685,12569,11.8,1.7,2018
00009,Calaveras,32744,2419,30325,7.4,0.9,2018
00009,Calaveras,12436,1217,11219,9.8,1.8,2018
00009,Calaveras,9981,1111,8870,11.1,1.5,2018
00009,Calaveras,2538,332,2206,13.1,3.8,2018
00009,Calaveras,1948,259,1689,13.3,4.0,2018
00009,Calaveras,7610,601,7009,7.9,2.0,2018
00009,Calaveras,5697,556,5141,9.8,1.7,2018
00009,Calaveras,8099,835,7264,10.3,2.0,2018
00009,Calaveras,2402,279,2123,11.6,2.8,2018
00009,Calaveras,5048,591,4457,11.7,2.5,2018
00009,Calaveras,3880,462,3418,11.9,2.6,2018
00009,Calaveras,15817,1104,14713,7.0,1.3,2018
00009,Calaveras,1220,157,1063,12.9,4.2,2018
00009,Calaveras,7302,748,6554,10.2,2.2,2018
00009,Calaveras,2174,262,1912,12.1,3.1,2018
00009,Calaveras,4575,539,4036,11.8,2.8,2018
00009,Calaveras,3489,421,3068,12.1,3.0,2018
00009,Calaveras,12743,945,11798,7.4,1.5,2018
00009,Calaveras,4853,625,4228,12.9,2.3,2018
00009,Calaveras,6952,937,6015,13.5,2.6,2018
00009,Calaveras,2099,312,1787,14.9,3.5,2018
00009,Calaveras,4480,676,3804,15.1,3.2,2018
00009,Calaveras,3420,526,2894,15.4,3.4,2018
00009,Calaveras,5128,486,4642,9.5,1.9,2018
00011,Colusa,1145,173,972,15.1,4.2,2018
00011,Colusa,670,95,575,14.2,5.7,2018
00011,Colusa,296,45,251,15.2,6.6,2018
00011,Colusa,1160,144,1016,12.4,4.4,2018
00011,Colusa,296,35,261,11.8,5.4,2018
00011,Colusa,1843,135,1708,7.3,2.6,2018
00011,Colusa,505,57,448,11.3,5.0,2018
00011,Colusa,673,76,597,11.3,4.7,2018
00011,Colusa,864,99,765,11.5,3.9,2018
00011,Colusa,521,75,446,14.4,6.0,2018
00011,Colusa,1343,171,1172,12.7,3.7,2018
00011,Colusa,1636,172,1464,10.5,2.6,2018
00011,Colusa,2228,252,1976,11.3,2.9,2018
00011,Colusa,592,80,512,13.5,4.3,2018
00011,Colusa,1026,132,894,12.9,3.9,2018
00011,Colusa,3805,313,3492,8.2,2.0,2018
00011,Colusa,1421,166,1255,11.7,2.8,2018
00011,Colusa,1936,251,1685,13.0,3.3,2018
00011,Colusa,515,85,430,16.5,5.0,2018
00011,Colusa,1068,108,960,10.1,3.8,2018
00011,Colusa,2845,393,2452,13.8,2.9,2018
00011,Colusa,772,73,699,9.5,3.3,2018
00011,Colusa,5908,1015,4893,17.2,2.5,2018
00011,Colusa,2948,135,2813,4.6,1.5,2018
00011,Colusa,874,136,738,15.6,4.6,2018
00011,Colusa,4009,629,3380,15.7,3.5,2018
00011,Colusa,1164,236,928,20.3,5.4,2018
00011,Colusa,2554,467,2087,18.3,4.5,2018
00011,Colusa,1966,372,1594,18.9,4.9,2018
00011,Colusa,5645,709,4936,12.6,2.7,2018
00011,Colusa,3063,622,2441,20.3,3.9,2018
00011,Colusa,4081,905,3176,22.2,4.3,2018
00011,Colusa,1018,283,735,27.8,6.1,2018
00011,Colusa,2511,654,1857,26.0,5.5,2018
00011,Colusa,1895,508,1387,26.8,5.8,2018
00011,Colusa,5880,1035,4845,17.6,3.3,2018
00011,Colusa,8090,1534,6556,19.0,2.8,2018
00011,Colusa,2182,519,1663,23.8,4.1,2018
00011,Colusa,5065,1121,3944,22.1,3.6,2018
00011,Colusa,3861,880,2981,22.8,3.8,2018
00011,Colusa,11525,1744,9781,15.1,2.1,2018
00011,Colusa,3378,151,3227,4.5,1.2,2018
00011,Colusa,5141,227,4914,4.4,1.3,2018
00011,Colusa,1763,76,1687,4.3,1.5,2018
00011,Colusa,3752,172,3580,4.6,1.5,2018
00011,Colusa,6050,253,5797,4.2,1.2,2018
00011,Colusa,3080,296,2784,9.6,2.3,2018
00011,Colusa,1962,178,1784,9.1,3.1,2018
00011,Colusa,1973,309,1664,15.7,3.8,2018
00011,Colusa,5559,1199,4360,21.6,3.3,2018
00011,Colusa,4282,946,3336,22.1,3.5,2018
00011,Colusa,12390,1859,10531,15.0,2.0,2018
00011,Colusa,4515,475,4040,10.5,1.9,2018
00011,Colusa,6740,766,5974,11.4,2.2,2018
00011,Colusa,2225,291,1934,13.1,3.0,2018
00011,Colusa,4602,574,4028,12.5,2.7,2018
00011,Colusa,3625,459,3166,12.7,2.8,2018
00011,Colusa,8818,860,7958,9.8,1.8,2018
00011,Colusa,5014,735,4279,14.7,2.5,2018
00011,Colusa,6936,1076,5860,15.5,2.6,2018
00011,Colusa,1922,341,1581,17.7,3.5,2018
00011,Colusa,4546,782,3764,17.2,3.2,2018
00011,Colusa,3467,609,2858,17.6,3.4,2018
00011,Colusa,9302,1227,8075,13.2,2.2,2018
00011,Colusa,9529,1210,8319,12.7,1.6,2018
00011,Colusa,13676,1842,11834,13.5,1.7,2018
00011,Colusa,4147,632,3515,15.2,2.3,2018
00011,Colusa,9148,1356,7792,14.8,2.1,2018
00011,Colusa,7092,1068,6024,15.1,2.2,2018
00011,Colusa,18120,2087,16033,11.5,1.4,2018
00011,Colusa,2479,565,1914,22.8,3.6,2018
00011,Colusa,8775,1636,7139,18.6,2.6,2018
00011,Colusa,1475,211,1264,14.3,3.3,2018
00011,Colusa,6330,1102,5228,17.4,3.1,2018
00011,Colusa,498,98,400,19.7,5.6,2018
00011,Colusa,1145,210,935,18.3,4.9,2018
00011,Colusa,891,168,723,18.9,5.2,2018
00011,Colusa,3202,370,2832,11.6,2.7,2018
00011,Colusa,2896,377,2519,13.0,2.2,2018
00011,Colusa,1013,183,830,18.1,3.8,2018
00011,Colusa,2290,383,1907,16.7,3.3,2018
00011,Colusa,1765,304,1461,17.2,3.5,2018
00011,Colusa,6282,666,5616,10.6,1.8,2018
00011,Colusa,3028,415,2613,13.7,2.7,2018
00011,Colusa,3909,560,3349,14.3,2.5,2018
00011,Colusa,1315,257,1058,19.5,4.8,2018
00011,Colusa,4343,672,3671,15.5,3.2,2018
00011,Colusa,2105,545,1560,25.9,5.3,2018
00011,Colusa,2759,698,2061,25.3,5.1,2018
00011,Colusa,1164,308,856,26.5,5.4,2018
00011,Colusa,4432,964,3468,21.8,4.0,2018
00011,Colusa,6296,1071,5225,17.0,2.3,2018
00011,Colusa,6060,757,5303,12.5,2.5,2018
00011,Colusa,2177,401,1776,18.4,4.4,2018
00011,Colusa,2800,501,2299,17.9,4.2,2018
00011,Colusa,3268,656,2612,20.1,3.7,2018
00013,Contra Costa,15801,2127,13674,13.5,3.9,2018
00013,Contra Costa,11773,986,10787,8.4,2.7,2018
00013,Contra Costa,24816,2157,22659,8.7,2.5,2018
00013,Contra Costa,18677,1635,17042,8.8,2.6,2018
00013,Contra Costa,119978,4474,115504,3.7,0.9,2018
00013,Contra Costa,26923,2671,24252,9.9,2.3,2018
00013,Contra Costa,36925,3986,32939,10.8,2.6,2018
00013,Contra Costa,10002,1315,8687,13.1,4.1,2018
00013,Contra Costa,20622,2703,17919,13.1,3.6,2018
00013,Contra Costa,42533,3222,39311,7.6,1.9,2018
00013,Contra Costa,42216,4844,37372,11.5,2.3,2018
00013,Contra Costa,79458,7208,72250,9.1,1.6,2018
00013,Contra Costa,21775,2301,19474,10.6,2.4,2018
00013,Contra Costa,45438,4860,40578,10.7,2.1,2018
00013,Contra Costa,34478,3762,30716,10.9,2.3,2018
00013,Contra Costa,231937,9992,221945,4.3,0.7,2018
00013,Contra Costa,53269,4557,48712,8.6,1.4,2018
00013,Contra Costa,73174,6889,66285,9.4,1.7,2018
00013,Contra Costa,19905,2332,17573,11.7,2.7,2018
00013,Contra Costa,30760,2236,28524,7.3,1.7,2018
00013,Contra Costa,57683,4907,52776,8.5,1.4,2018
00013,Contra Costa,275241,7788,267453,2.8,0.5,2018
00013,Contra Costa,198086,24304,173782,12.3,1.1,2018
00013,Contra Costa,83961,4624,79337,5.5,1.3,2018
00013,Contra Costa,101378,9934,91444,9.8,1.3,2018
00013,Contra Costa,141921,15445,126476,10.9,1.5,2018
00013,Contra Costa,40543,5511,35032,13.6,2.5,2018
00013,Contra Costa,85046,11259,73787,13.2,2.1,2018
00013,Contra Costa,65253,9023,56230,13.8,2.3,2018
00013,Contra Costa,340509,19718,320791,5.8,0.8,2018
00013,Contra Costa,96708,14370,82338,14.9,1.8,2018
00013,Contra Costa,129363,21044,108319,16.3,2.0,2018
00013,Contra Costa,32655,6674,25981,20.4,3.2,2018
00013,Contra Costa,73454,14842,58612,20.2,2.8,2018
00013,Contra Costa,54996,11682,43314,21.2,3.1,2018
00013,Contra Costa,328119,27509,300610,8.4,1.0,2018
00013,Contra Costa,31782,3799,27983,12.0,2.5,2018
00013,Contra Costa,271284,36489,234795,13.5,1.2,2018
00013,Contra Costa,73198,12185,61013,16.6,2.0,2018
00013,Contra Costa,158500,26101,132399,16.5,1.7,2018
00013,Contra Costa,120249,20705,99544,17.2,1.9,2018
00013,Contra Costa,668628,47227,621401,7.1,0.6,2018
00013,Contra Costa,92249,3856,88393,4.2,0.8,2018
00013,Contra Costa,132251,6133,126118,4.6,1.0,2018
00013,Contra Costa,40002,2277,37725,5.7,1.5,2018
00013,Contra Costa,65523,3764,61759,5.7,1.4,2018
00013,Contra Costa,201288,9036,192252,4.5,0.7,2018
00013,Contra Costa,111959,5518,106441,4.9,1.1,2018
00013,Contra Costa,63823,8855,54968,13.9,2.2,2018
00013,Contra Costa,172133,27952,144181,16.2,1.6,2018
00013,Contra Costa,130837,22159,108678,16.9,1.8,2018
00013,Contra Costa,707710,50205,657505,7.1,0.6,2018
00013,Contra Costa,150851,12294,138557,8.1,1.0,2018
00013,Contra Costa,212905,19201,193704,9.0,1.1,2018
00013,Contra Costa,62054,6907,55147,11.1,1.8,2018
00013,Contra Costa,129691,14082,115609,10.9,1.5,2018
00013,Contra Costa,100078,11292,88786,11.3,1.7,2018
00013,Contra Costa,486894,24415,462479,5.0,0.6,2018
00013,Contra Costa,148849,17025,131824,11.4,1.2,2018
00013,Contra Costa,204681,25172,179509,12.3,1.3,2018
00013,Contra Costa,55832,8147,47685,14.6,2.1,2018
00013,Contra Costa,121902,17935,103967,14.7,1.8,2018
00013,Contra Costa,92730,14169,78561,15.3,2.0,2018
00013,Contra Costa,481946,32684,449262,6.8,0.7,2018
00013,Contra Costa,299700,29319,270381,9.8,0.8,2018
00013,Contra Costa,417586,44373,373213,10.6,0.9,2018
00013,Contra Costa,117886,15054,102832,12.8,1.4,2018
00013,Contra Costa,251593,32017,219576,12.7,1.2,2018
00013,Contra Costa,192808,25461,167347,13.2,1.3,2018
00013,Contra Costa,968840,57099,911741,5.9,0.5,2018
00013,Contra Costa,80271,13093,67178,16.3,1.8,2018
00013,Contra Costa,292678,38983,253695,13.3,1.2,2018
00013,Contra Costa,47464,6014,41450,12.7,1.9,2018
00013,Contra Costa,348542,29153,319389,8.4,0.9,2018
00013,Contra Costa,212407,25890,186517,12.2,1.0,2018
00013,Contra Costa,16359,2841,13518,17.4,3.6,2018
00013,Contra Costa,35289,6111,29178,17.3,3.1,2018
00013,Contra Costa,26444,4770,21674,18.0,3.4,2018
00013,Contra Costa,189341,11925,177416,6.3,1.0,2018
00013,Contra Costa,100733,10571,90162,10.5,1.2,2018
00013,Contra Costa,36264,5173,31091,14.3,2.2,2018
00013,Contra Costa,77505,10955,66550,14.1,1.9,2018
00013,Contra Costa,58226,8569,49657,14.7,2.1,2018
00013,Contra Costa,390629,20961,369668,5.4,0.6,2018
00013,Contra Costa,136997,15744,121253,11.5,1.4,2018
00013,Contra Costa,152433,16579,135854,10.9,1.4,2018
00013,Contra Costa,44312,5972,38340,13.5,2.3,2018
00013,Contra Costa,91872,12121,79751,13.2,2.0,2018
00013,Contra Costa,70582,9705,60877,13.7,2.2,2018
00013,Contra Costa,60255,12454,47801,20.7,2.8,2018
00013,Contra Costa,359168,21052,338116,5.9,0.7,2018
00013,Contra Costa,104286,15283,89003,14.7,1.6,2018
00013,Contra Costa,140245,22404,117841,16.0,1.8,2018
00013,Contra Costa,35959,7121,28838,19.8,3.0,2018
00013,Contra Costa,80261,15831,64430,19.7,2.6,2018
00013,Contra Costa,108121,10607,97514,9.8,1.2,2018
00015,Del Norte,1136,111,1025,9.8,4.0,2018
00015,Del Norte,674,64,610,9.5,4.2,2018
00015,Del Norte,1601,153,1448,9.6,3.5,2018
00015,Del Norte,787,56,731,7.1,3.4,2018
00015,Del Norte,2778,171,2607,6.2,2.2,2018
00015,Del Norte,1157,83,1074,7.2,3.2,2018
00015,Del Norte,1343,100,1243,7.4,3.2,2018
00015,Del Norte,956,91,865,9.5,4.1,2018
00015,Del Norte,927,89,838,9.6,3.2,2018
00015,Del Norte,2536,198,2338,7.8,2.7,2018
00015,Del Norte,1641,133,1508,8.1,2.6,2018
00015,Del Norte,3388,285,3103,8.4,2.3,2018
00015,Del Norte,1461,120,1341,8.2,2.7,2018
00015,Del Norte,2479,211,2268,8.5,2.6,2018
00015,Del Norte,2113,174,1939,8.2,2.6,2018
00015,Del Norte,5314,369,4945,6.9,1.7,2018
00015,Del Norte,1542,123,1419,8.0,2.1,2018
00015,Del Norte,2655,213,2442,8.0,2.3,2018
00015,Del Norte,1113,90,1023,8.1,2.8,2018
00015,Del Norte,1939,161,1778,8.3,2.6,2018
00015,Del Norte,1787,132,1655,7.4,2.9,2018
00015,Del Norte,1927,165,1762,8.6,2.1,2018
00015,Del Norte,1000,76,924,7.6,2.7,2018
00015,Del Norte,9381,1009,8372,10.8,1.7,2018
00015,Del Norte,3376,102,3274,3.0,1.0,2018
00015,Del Norte,4082,268,3814,6.6,1.7,2018
00015,Del Norte,4721,421,4300,8.9,2.1,2018
00015,Del Norte,2033,190,1843,9.3,2.7,2018
00015,Del Norte,3500,328,3172,9.4,2.5,2018
00015,Del Norte,2950,272,2678,9.2,2.6,2018
00015,Del Norte,6762,511,6251,7.6,1.7,2018
00015,Del Norte,2951,368,2583,12.5,2.5,2018
00015,Del Norte,4660,588,4072,12.6,2.7,2018
00015,Del Norte,1709,220,1489,12.9,3.4,2018
00015,Del Norte,3262,434,2828,13.3,3.2,2018
00015,Del Norte,2628,343,2285,13.1,3.3,2018
00015,Del Norte,6559,706,5853,10.8,2.2,2018
00015,Del Norte,5639,599,5040,10.6,1.6,2018
00015,Del Norte,3742,410,3332,11.0,2.2,2018
00015,Del Norte,6762,762,6000,11.3,2.0,2018
00015,Del Norte,5578,615,4963,11.0,2.1,2018
00015,Del Norte,13321,1217,12104,9.1,1.4,2018
00015,Del Norte,2837,88,2749,3.1,0.8,2018
00015,Del Norte,5097,160,4937,3.1,0.9,2018
00015,Del Norte,2260,72,2188,3.2,1.1,2018
00015,Del Norte,3965,122,3843,3.1,1.0,2018
00015,Del Norte,5997,184,5813,3.1,0.8,2018
00015,Del Norte,2688,231,2457,8.6,1.9,2018
00015,Del Norte,1550,157,1393,10.1,2.4,2018
00015,Del Norte,946,98,848,10.4,3.4,2018
00015,Del Norte,6029,654,5375,10.8,1.9,2018
00015,Del Norte,14078,1283,12795,9.1,1.3,2018
00015,Del Norte,4129,280,3849,6.8,1.3,2018
00015,Del Norte,7379,514,6865,7.0,1.4,2018
00015,Del Norte,3250,234,3016,7.2,1.8,2018
00015,Del Norte,5641,402,5239,7.1,1.6,2018
00015,Del Norte,4779,334,4445,7.0,1.7,2018
00015,Del Norte,9910,618,9292,6.2,1.2,2018
00015,Del Norte,4527,429,4098,9.5,1.7,2018
00015,Del Norte,7275,808,6467,11.1,1.9,2018
00015,Del Norte,7493,698,6795,9.3,1.8,2018
00015,Del Norte,5402,516,4886,9.6,2.0,2018
00015,Del Norte,4456,412,4044,9.2,2.0,2018
00015,Del Norte,9862,831,9031,8.4,1.5,2018
00015,Del Norte,8656,709,7947,8.2,1.1,2018
00015,Del Norte,14872,1212,13660,8.1,1.2,2018
00015,Del Norte,6216,503,5713,8.1,1.4,2018
00015,Del Norte,11043,918,10125,8.3,1.3,2018
00015,Del Norte,9235,746,8489,8.1,1.3,2018
00015,Del Norte,19772,1449,18323,7.3,1.0,2018
00015,Del Norte,2966,269,2697,9.1,2.1,2018
00015,Del Norte,4084,439,3645,10.7,2.0,2018
00015,Del Norte,2496,255,2241,10.2,2.7,2018
00015,Del Norte,5946,629,5317,10.6,1.5,2018
00015,Del Norte,1721,184,1537,10.7,3.1,2018
00015,Del Norte,1413,148,1265,10.5,3.2,2018
00015,Del Norte,3832,319,3513,8.3,2.1,2018
00015,Del Norte,3092,280,2812,9.1,1.6,2018
00015,Del Norte,5151,468,4683,9.1,1.8,2018
00015,Del Norte,3660,345,3315,9.4,2.0,2018
00015,Del Norte,3054,281,2773,9.2,2.1,2018
00015,Del Norte,7914,587,7327,7.4,1.4,2018
00015,Del Norte,2828,243,2585,8.6,1.8,2018
00015,Del Norte,5040,447,4593,8.9,2.0,2018
00015,Del Norte,2059,188,1871,9.1,2.2,2018
00015,Del Norte,3758,349,3409,9.3,2.3,2018
00015,Del Norte,2212,204,2008,9.2,2.5,2018
00015,Del Norte,6949,743,6206,10.7,2.1,2018
00015,Del Norte,2849,364,2485,12.8,3.1,2018
00015,Del Norte,3517,459,3058,13.1,3.0,2018
00015,Del Norte,1872,235,1637,12.6,3.1,2018
00015,Del Norte,10030,1068,8962,10.6,1.6,2018
00015,Del Norte,3118,386,2732,12.4,2.4,2018
00015,Del Norte,7129,540,6589,7.6,1.6,2018
00015,Del Norte,3180,290,2890,9.1,2.4,2018
00015,Del Norte,4990,621,4369,12.4,2.6,2018
00017,El Dorado,3869,495,3374,12.8,4.8,2018
00017,El Dorado,2590,294,2296,11.4,4.6,2018
00017,El Dorado,5046,589,4457,11.7,4.3,2018
00017,El Dorado,3885,459,3426,11.8,4.6,2018
00017,El Dorado,23530,1186,22344,5.0,1.6,2018
00017,El Dorado,5812,565,5247,9.7,2.9,2018
00017,El Dorado,8200,863,7337,10.5,3.4,2018
00017,El Dorado,2388,298,2090,12.5,4.9,2018
00017,El Dorado,4998,625,4373,12.5,4.5,2018
00017,El Dorado,8428,831,7597,9.9,3.2,2018
00017,El Dorado,7555,967,6588,12.8,3.4,2018
00017,El Dorado,16628,1694,14934,10.2,2.4,2018
00017,El Dorado,4978,592,4386,11.9,3.4,2018
00017,El Dorado,10044,1214,8830,12.1,3.1,2018
00017,El Dorado,7754,954,6800,12.3,3.3,2018
00017,El Dorado,45752,2377,43375,5.2,1.1,2018
00017,El Dorado,9211,873,8338,9.5,2.1,2018
00017,El Dorado,12953,1353,11600,10.4,2.5,2018
00017,El Dorado,3742,480,3262,12.8,3.8,2018
00017,El Dorado,5838,537,5301,9.2,2.8,2018
00017,El Dorado,11650,1102,10548,9.5,2.0,2018
00017,El Dorado,40215,1079,39136,2.7,0.6,2018
00017,El Dorado,33226,3645,29581,11.0,1.4,2018
00017,El Dorado,11976,601,11375,5.0,1.4,2018
00017,El Dorado,16356,1532,14824,9.4,1.7,2018
00017,El Dorado,23115,2382,20733,10.3,2.0,2018
00017,El Dorado,6759,850,5909,12.6,3.0,2018
00017,El Dorado,14105,1753,12352,12.4,2.7,2018
00017,El Dorado,10731,1380,9351,12.9,2.9,2018
00017,El Dorado,53571,3138,50433,5.9,1.1,2018
00017,El Dorado,16870,2113,14757,12.5,2.2,2018
00017,El Dorado,22908,3107,19801,13.6,2.4,2018
00017,El Dorado,6038,994,5044,16.5,3.6,2018
00017,El Dorado,13409,2212,11197,16.5,3.3,2018
00017,El Dorado,10056,1723,8333,17.1,3.5,2018
00017,El Dorado,52810,4072,48738,7.7,1.3,2018
00017,El Dorado,5657,747,4910,13.2,3.7,2018
00017,El Dorado,46023,5489,40534,11.9,1.6,2018
00017,El Dorado,12797,1844,10953,14.4,2.3,2018
