county_fips,County,population,num_uninsured,num_insured,pct_uninsured,pct_uninsured_moe,year
00047,Merced,51357,5230,46126,10.2,2.4,2009
00047,Merced,59040,5993,53046,10.2,2.2,2009
00047,Merced,38061,3699,34363,9.7,2.7,2009
00047,Merced,71716,6997,64718,9.8,1.9,2009
00047,Merced,8150,3154,4996,38.7,6.6,2009
00047,Merced,53635,20072,33563,37.4,3.2,2009
00047,Merced,26350,8954,17396,34.0,3.5,2009
00047,Merced,69237,17439,51798,25.2,2.4,2009
00047,Merced,21619,9207,12412,42.6,5.4,2009
00047,Merced,216583,46435,170149,21.4,1.3,2009
00047,Merced,115929,30513,85416,26.3,2.0,2009
00047,Merced,136499,35231,101268,25.8,1.8,2009
00047,Merced,82682,21450,61232,25.9,2.4,2009
00047,Merced,175582,42454,133128,24.2,1.5,2009
00047,Merced,109886,25990,83896,23.7,1.9,2009
00047,Merced,68136,19062,49073,28.0,2.6,2009
00047,Merced,40042,11034,29008,27.6,3.5,2009
00047,Merced,88412,23458,64954,26.5,2.2,2009
00047,Merced,106697,20444,86253,19.2,1.8,2009
00047,Merced,57319,16269,41050,28.4,2.9,2009
00047,Merced,68363,16169,52194,23.7,2.4,2009
00047,Merced,58610,14245,44366,24.3,2.7,2009
00047,Merced,32395,13695,18700,42.3,4.4,2009
00047,Merced,70808,22435,48372,31.7,2.6,2009
00047,Merced,107538,36196,71342,33.7,2.1,2009
00047,Merced,46549,18053,28495,38.8,3.6,2009
00047,Merced,39408,16122,23287,40.9,3.9,2009
00047,Merced,67150,25745,41405,38.3,2.9,2009
00047,Merced,140044,39874,100170,28.5,1.8,2009
00047,Merced,87170,18995,68174,21.8,2.0,2009
00047,Merced,42640,10416,32224,24.4,3.2,2009
00047,Merced,80442,29806,50636,37.1,2.6,2009
00049,Modoc,1702,400,1301,23.5,3.5,2009
00049,Modoc,1190,407,783,34.2,5.5,2009
00049,Modoc,1429,468,961,32.7,4.9,2009
00049,Modoc,797,283,514,35.5,6.8,2009
00049,Modoc,1985,562,1422,28.3,3.8,2009
00049,Modoc,3508,776,2732,22.1,2.4,2009
00049,Modoc,1281,473,808,36.9,4.8,2009
00049,Modoc,1600,557,1043,34.8,4.3,2009
00049,Modoc,812,317,495,39.1,6.1,2009
00049,Modoc,2370,692,1678,29.2,3.3,2009
00049,Modoc,611,239,371,39.2,7.0,2009
00049,Modoc,2665,613,2051,23.0,3.0,2009
00049,Modoc,381,159,222,41.7,9.0,2009
00049,Modoc,1143,354,788,31.0,4.7,2009
00049,Modoc,1806,376,1430,20.8,3.3,2009
00049,Modoc,670,233,437,34.8,6.6,2009
00049,Modoc,830,273,557,32.9,5.8,2009
00049,Modoc,431,158,273,36.7,8.4,2009
00049,Modoc,1227,338,889,27.5,4.4,2009
00049,Modoc,1902,231,1671,12.1,2.6,2009
00049,Modoc,1100,155,946,14.1,3.8,2009
00049,Modoc,1309,182,1127,13.9,3.4,2009
00049,Modoc,757,103,654,13.7,4.5,2009
00049,Modoc,770,284,486,36.8,6.2,2009
00049,Modoc,1669,216,1453,12.9,2.9,2009
00049,Modoc,1937,669,1268,34.5,4.0,2009
00049,Modoc,1369,543,827,39.6,5.1,2009
00049,Modoc,7105,1564,5541,22.0,1.8,2009
00049,Modoc,3349,1013,2337,30.2,3.0,2009
00049,Modoc,4040,1176,2865,29.1,2.6,2009
00049,Modoc,2240,691,1549,30.9,3.6,2009
00049,Modoc,5503,1426,4077,25.9,2.1,2009
00049,Modoc,3602,853,2749,23.7,2.5,2009
00049,Modoc,1668,538,1129,32.3,4.2,2009
00049,Modoc,2037,631,1407,31.0,3.7,2009
00049,Modoc,1102,364,738,33.0,5.2,2009
00049,Modoc,2782,772,2010,27.8,3.0,2009
00049,Modoc,3503,710,2792,20.3,2.5,2009
00049,Modoc,726,316,410,43.6,7.2,2009
00049,Modoc,2003,545,1458,27.2,3.8,2009
00049,Modoc,1138,328,810,28.8,5.1,2009
00049,Modoc,2720,654,2067,24.0,3.0,2009
00049,Modoc,5304,1356,3948,25.6,2.2,2009
00049,Modoc,2306,872,1434,37.8,4.0,2009
00049,Modoc,2798,1010,1788,36.1,3.5,2009
00049,Modoc,1523,599,924,39.3,4.9,2009
00049,Modoc,3921,1231,2690,31.4,2.8,2009
00049,Modoc,2640,743,1897,28.1,3.2,2009
00049,Modoc,1116,465,651,41.7,5.8,2009
00049,Modoc,1682,474,1207,28.2,4.2,2009
00051,Mono,2274,602,1672,26.5,3.0,2009
00051,Mono,555,233,322,42.0,6.7,2009
00051,Mono,1294,460,834,35.5,4.4,2009
00051,Mono,981,382,599,39.0,5.1,2009
00051,Mono,1223,477,746,39.0,7.1,2009
00051,Mono,2365,678,1687,28.6,4.4,2009
00051,Mono,756,311,445,41.1,9.1,2009
00051,Mono,1529,553,976,36.2,6.2,2009
00051,Mono,2373,406,1967,17.1,2.7,2009
00051,Mono,4412,706,3706,16.0,1.9,2009
00051,Mono,512,214,298,41.9,7.3,2009
00051,Mono,618,202,416,32.6,6.0,2009
00051,Mono,276,127,149,46.0,9.7,2009
00051,Mono,1208,343,865,28.4,4.3,2009
00051,Mono,2039,300,1739,14.7,2.5,2009
00051,Mono,469,168,301,35.8,7.0,2009
00051,Mono,279,106,173,38.0,9.1,2009
00051,Mono,1066,259,807,24.3,4.1,2009
00051,Mono,2561,307,2255,12.0,2.6,2009
00051,Mono,1138,204,934,17.9,4.8,2009
00051,Mono,1417,241,1176,17.0,4.2,2009
00051,Mono,3707,753,2954,20.3,3.0,2009
00051,Mono,2011,287,1723,14.3,3.3,2009
00051,Mono,677,258,418,38.2,6.3,2009
00051,Mono,686,131,555,19.0,6.3,2009
00051,Mono,2981,1085,1896,36.4,4.8,2009
00051,Mono,1889,848,1041,44.9,6.6,2009
00051,Mono,921,466,455,50.6,9.5,2009
00051,Mono,10870,2266,8604,20.8,1.9,2009
00051,Mono,3799,1375,2423,36.2,4.0,2009
00051,Mono,4759,1613,3146,33.9,3.5,2009
00051,Mono,2322,889,1433,38.3,5.2,2009
00051,Mono,7243,2015,5228,27.8,2.6,2009
00051,Mono,2021,806,1215,39.9,5.8,2009
00051,Mono,2543,952,1591,37.4,5.1,2009
00051,Mono,1219,517,701,42.5,7.5,2009
00051,Mono,3916,1209,2707,30.9,3.8,2009
00051,Mono,4922,890,4032,18.1,2.4,2009
00051,Mono,5949,1376,4573,23.1,2.8,2009
00051,Mono,2216,662,1555,29.9,4.6,2009
00051,Mono,1778,569,1209,32.0,5.2,2009
00051,Mono,4752,1243,3509,26.2,3.4,2009
00051,Mono,5346,1762,3584,33.0,3.4,2009
00051,Mono,1677,777,900,46.3,6.7,2009
00051,Mono,3418,1401,2016,41.0,4.6,2009
00051,Mono,1498,720,778,48.1,7.5,2009
00051,Mono,8459,1996,6463,23.6,2.4,2009
00051,Mono,3327,806,2521,24.2,3.4,2009
00051,Mono,1103,371,732,33.7,6.7,2009
00051,Mono,2721,1197,1524,44.0,5.3,2009
00053,Monterey,21198,8436,12762,39.8,4.7,2009
00053,Monterey,29428,14505,14923,49.3,5.2,2009
00053,Monterey,76885,28212,48673,36.7,2.9,2009
00053,Monterey,116610,24699,91911,21.2,1.7,2009
00053,Monterey,33443,13919,19524,41.6,3.8,2009
00053,Monterey,42761,16744,26017,39.2,3.3,2009
00053,Monterey,20912,9262,11650,44.3,4.9,2009
00053,Monterey,64666,21199,43468,32.8,2.5,2009
00053,Monterey,58179,12817,45363,22.0,2.3,2009
00053,Monterey,16321,6898,9424,42.3,5.4,2009
00053,Monterey,10093,4542,5551,45.0,6.9,2009
00053,Monterey,44028,20347,23681,46.2,4.1,2009
00053,Monterey,58431,11883,46548,20.3,2.3,2009
00053,Monterey,17122,7021,10101,41.0,5.4,2009
00053,Monterey,21563,8308,13255,38.5,4.7,2009
00053,Monterey,10819,4720,6098,43.6,6.8,2009
00053,Monterey,32540,10368,22172,31.9,3.5,2009
00053,Monterey,116230,13216,103014,11.4,1.8,2009
00053,Monterey,61486,8756,52729,14.2,2.9,2009
00053,Monterey,73512,10209,63302,13.9,2.6,2009
00053,Monterey,42259,5990,36270,14.2,3.6,2009
00053,Monterey,94860,12311,82548,13.0,2.2,2009
00053,Monterey,32126,10830,21296,33.7,3.5,2009
00053,Monterey,115973,31178,84795,26.9,2.1,2009
00053,Monterey,54144,23536,30608,43.5,3.7,2009
00053,Monterey,27327,15246,12081,55.8,5.1,2009
00053,Monterey,146564,51203,95361,34.9,2.1,2009
00053,Monterey,179710,60254,119456,33.5,1.9,2009
00053,Monterey,97040,34962,62078,36.0,2.6,2009
00053,Monterey,247182,73835,173347,29.9,1.5,2009
00053,Monterey,179723,46099,133624,25.7,1.7,2009
00053,Monterey,73853,27425,46428,37.1,3.0,2009
00053,Monterey,91636,32729,58907,35.7,2.7,2009
00053,Monterey,47837,18149,29688,37.9,3.8,2009
00053,Monterey,126441,40743,85698,32.2,2.2,2009
00053,Monterey,169603,36411,133192,21.5,1.6,2009
00053,Monterey,72711,23778,48933,32.7,2.9,2009
00053,Monterey,349326,82510,266816,23.6,1.2,2009
00053,Monterey,49203,16813,32390,34.2,3.6,2009
00053,Monterey,120742,33093,87649,27.4,2.1,2009
00053,Monterey,238874,70924,167950,29.7,1.5,2009
00053,Monterey,87935,43535,44400,49.5,2.9,2009
00053,Monterey,109713,51302,58411,46.8,2.6,2009
00053,Monterey,56755,29751,27004,52.4,3.6,2009
00053,Monterey,156949,63032,93917,40.2,2.1,2009
00053,Monterey,122901,39746,83155,32.3,2.2,2009
00053,Monterey,43907,23188,20719,52.8,4.0,2009
00053,Monterey,80064,34820,45244,43.5,2.9,2009
00053,Monterey,55569,27766,27803,50.0,3.6,2009
00053,Monterey,88075,27526,60549,31.3,2.6,2009
00055,Napa,22324,3144,19180,14.1,2.0,2009
00055,Napa,18848,5012,13836,26.6,2.6,2009
00055,Napa,4445,1853,2592,41.7,5.9,2009
00055,Napa,10031,3608,6423,36.0,3.8,2009
00055,Napa,12161,5005,7156,41.2,5.2,2009
00055,Napa,45652,6141,39511,13.5,1.4,2009
00055,Napa,20433,6436,13997,31.5,3.6,2009
00055,Napa,5866,2806,3060,47.8,7.7,2009
00055,Napa,3518,1411,2107,40.1,6.2,2009
00055,Napa,7520,2942,4578,39.1,4.5,2009
00055,Napa,4708,1746,2962,37.1,5.3,2009
00055,Napa,2381,981,1400,41.2,8.3,2009
00055,Napa,8947,2497,6451,27.9,3.7,2009
00055,Napa,23328,2997,20331,12.8,1.8,2009
00055,Napa,4002,1531,2471,38.3,6.3,2009
00055,Napa,5323,1861,3462,35.0,5.4,2009
00055,Napa,9901,2516,7385,25.4,3.5,2009
00055,Napa,32937,3594,29343,10.9,2.2,2009
00055,Napa,11066,2211,8855,20.0,5.0,2009
00055,Napa,14132,2622,11510,18.6,4.3,2009
00055,Napa,6643,1422,5221,21.4,6.6,2009
00055,Napa,21793,3280,18512,15.1,3.1,2009
00055,Napa,9449,4216,5233,44.6,6.0,2009
00055,Napa,2064,872,1191,42.3,8.0,2009
00055,Napa,39552,7431,32121,18.8,2.1,2009
00055,Napa,20694,7574,13120,36.6,3.7,2009
00055,Napa,5181,2641,2540,51.0,7.7,2009
00055,Napa,112032,19792,92240,17.7,1.3,2009
00055,Napa,28923,10541,18382,36.4,3.2,2009
00055,Napa,37248,12668,24579,34.0,2.8,2009
00055,Napa,17363,6690,10673,38.5,4.2,2009
00055,Napa,61802,16904,44898,27.4,2.0,2009
00055,Napa,57414,10949,46465,19.1,1.9,2009
00055,Napa,18639,6607,12032,35.4,3.9,2009
00055,Napa,8456,3300,5155,39.0,5.9,2009
00055,Napa,31520,9170,22350,29.1,2.8,2009
00055,Napa,54617,8842,45775,16.2,1.7,2009
00055,Napa,14537,5118,9419,35.2,4.6,2009
00055,Napa,14386,5423,8963,37.7,4.5,2009
00055,Napa,8907,3389,5518,38.1,5.9,2009
00055,Napa,18608,6061,12547,32.6,3.9,2009
00055,Napa,8921,4377,4544,49.1,6.0,2009
00055,Napa,41288,9188,32100,22.3,2.3,2009
00055,Napa,41127,14010,27117,34.1,2.6,2009
00055,Napa,11047,5447,5600,49.3,5.5,2009
00055,Napa,11636,5350,6286,46.0,5.2,2009
00055,Napa,18370,8593,9777,46.8,4.3,2009
00055,Napa,80841,16619,64221,20.6,1.6,2009
00055,Napa,30282,7734,22548,25.5,2.8,2009
00055,Napa,23797,10356,13442,43.5,3.7,2009
00057,Nevada,3467,1289,2178,37.2,6.4,2009
00057,Nevada,10357,3250,7107,31.4,4.5,2009
00057,Nevada,5192,1841,3352,35.4,6.6,2009
00057,Nevada,16729,4073,12657,24.3,3.2,2009
00057,Nevada,39636,5308,34328,13.4,1.4,2009
00057,Nevada,7856,2676,5181,34.1,4.4,2009
00057,Nevada,10457,3280,7177,31.4,3.7,2009
00057,Nevada,4720,1695,3025,35.9,5.6,2009
00057,Nevada,18521,4357,14163,23.5,2.5,2009
00057,Nevada,19155,2703,16452,14.1,2.1,2009
00057,Nevada,4715,1603,3112,34.0,5.4,2009
00057,Nevada,13479,1625,11854,12.1,2.6,2009
00057,Nevada,8590,2171,6420,25.3,3.6,2009
00057,Nevada,20481,2606,17876,12.7,2.0,2009
00057,Nevada,4390,1387,3003,31.6,5.8,2009
00057,Nevada,5742,1678,4065,29.2,5.0,2009
00057,Nevada,2694,889,1806,33.0,7.5,2009
00057,Nevada,9930,2187,7744,22.0,3.4,2009
00057,Nevada,19674,1768,17907,9.0,1.9,2009
00057,Nevada,6873,1150,5723,16.7,4.4,2009
00057,Nevada,8775,1337,7439,15.2,3.7,2009
00057,Nevada,4288,785,3503,18.3,5.8,2009
00057,Nevada,8141,2752,5389,33.8,5.2,2009
00057,Nevada,2026,807,1219,39.8,8.5,2009
00057,Nevada,30118,4710,25408,15.6,2.0,2009
00057,Nevada,15760,5030,10730,31.9,3.4,2009
00057,Nevada,4223,2001,2222,47.4,7.3,2009
00057,Nevada,21609,6924,14685,32.0,3.1,2009
00057,Nevada,27840,8262,19578,29.7,2.7,2009
00057,Nevada,13430,4549,8881,33.9,4.0,2009
00057,Nevada,45143,10568,34575,23.4,1.9,2009
00057,Nevada,40024,6959,33065,17.4,1.8,2009
00057,Nevada,10374,3668,6705,35.4,4.4,2009
00057,Nevada,13554,4431,9123,32.7,3.7,2009
00057,Nevada,6292,2364,3928,37.6,5.7,2009
00057,Nevada,22324,5786,16538,25.9,2.7,2009
00057,Nevada,38970,5477,33493,14.1,1.7,2009
00057,Nevada,11236,3255,7980,29.0,4.2,2009
00057,Nevada,78994,12436,66558,15.7,1.3,2009
00057,Nevada,7138,2185,4953,30.6,5.3,2009
00057,Nevada,22819,4782,18036,21.0,2.5,2009
00057,Nevada,60579,10849,49729,17.9,1.5,2009
00057,Nevada,15159,5882,9278,38.8,3.9,2009
00057,Nevada,19604,7052,12552,36.0,3.4,2009
00057,Nevada,9415,3842,5574,40.8,5.0,2009
00057,Nevada,32490,9103,23387,28.0,2.4,2009
00057,Nevada,30460,6139,24321,20.2,2.2,2009
00057,Nevada,7019,3130,3889,44.6,5.6,2009
00057,Nevada,9247,3802,5445,41.1,4.8,2009
00057,Nevada,14286,3831,10454,26.8,3.6,2009
00059,Orange,95920,43339,52582,45.2,3.2,2009
00059,Orange,485880,90770,395110,18.7,1.1,2009
00059,Orange,433178,139644,293534,32.2,1.4,2009
00059,Orange,115254,51055,64200,44.3,3.0,2009
00059,Orange,156030,68765,87265,44.1,2.9,2009
00059,Orange,194031,82757,111274,42.7,2.2,2009
00059,Orange,978754,171263,807491,17.5,0.8,2009
00059,Orange,495748,165547,330201,33.4,1.5,2009
00059,Orange,125679,53226,72453,42.4,2.8,2009
00059,Orange,254050,101722,152328,40.0,1.9,2009
00059,Orange,56363,26707,29656,47.4,4.3,2009
00059,Orange,58892,24348,34544,41.3,4.1,2009
00059,Orange,492874,80493,412381,16.3,1.1,2009
00059,Orange,98111,39418,58692,40.2,3.1,2009
00059,Orange,128371,48496,79875,37.8,2.7,2009
00059,Orange,219504,66386,153118,30.2,1.9,2009
00059,Orange,793168,83622,709546,10.5,1.0,2009
00059,Orange,282954,52650,230304,18.6,2.3,2009
00059,Orange,349828,61703,288124,17.6,2.0,2009
00059,Orange,182210,34957,147253,19.2,2.9,2009
00059,Orange,508752,76001,432751,14.9,1.5,2009
00059,Orange,311448,126171,185277,40.5,2.0,2009
00059,Orange,213674,73258,140416,34.3,2.0,2009
00059,Orange,245268,105088,140180,42.8,2.3,2009
00059,Orange,947536,196735,750800,20.8,0.9,2009
00059,Orange,2669595,527641,2141954,19.8,0.6,2009
00059,Orange,493004,207966,285037,42.2,1.6,2009
00059,Orange,747863,275504,472359,36.8,1.4,2009
00059,Orange,946263,332762,613500,35.2,1.2,2009
00059,Orange,468996,176164,292832,37.6,1.8,2009
00059,Orange,1472269,441777,1030491,30.0,0.9,2009
00059,Orange,1355860,295268,1060592,21.8,0.8,2009
00059,Orange,369092,147219,221873,39.9,2.0,2009
00059,Orange,226989,91876,135112,40.5,2.6,2009
00059,Orange,739023,243479,495544,32.9,1.3,2009
00059,Orange,1313735,232373,1081362,17.7,0.8,2009
00059,Orange,378771,128285,250486,33.9,1.9,2009
00059,Orange,471604,179818,291786,38.1,1.7,2009
00059,Orange,242007,84287,157720,34.8,2.5,2009
00059,Orange,474659,152944,321715,32.2,1.7,2009
00059,Orange,301835,150841,150994,50.0,2.1,2009
00059,Orange,232668,122592,110076,52.7,2.4,2009
00059,Orange,969405,255986,713419,26.4,1.0,2009
00059,Orange,988752,373514,615238,37.8,1.1,2009
00059,Orange,138690,75387,63302,54.4,3.1,2009
00059,Orange,613283,277012,336271,45.2,1.5,2009
00059,Orange,477937,227680,250256,47.6,1.7,2009
00059,Orange,1916940,452722,1464219,23.6,0.7,2009
00059,Orange,733246,198298,534947,27.0,1.2,2009
00059,Orange,294720,144153,150567,48.9,2.2,2009
00061,Placer,7061,2765,4295,39.2,6.1,2009
00061,Placer,26274,7972,18303,30.3,4.0,2009
00061,Placer,13057,4535,8522,34.7,6.1,2009
00061,Placer,46007,10301,35706,22.4,2.7,2009
00061,Placer,120268,11123,109145,9.2,0.9,2009
00061,Placer,15640,5117,10523,32.7,3.8,2009
00061,Placer,21194,6315,14879,29.8,3.2,2009
00061,Placer,9113,3141,5972,34.5,5.0,2009
00061,Placer,41884,8722,33162,20.8,2.0,2009
00061,Placer,59056,6001,53056,10.2,1.4,2009
00061,Placer,9689,3400,6289,35.1,5.1,2009
00061,Placer,20293,6706,13587,33.0,4.7,2009
00061,Placer,19681,4676,15005,23.8,3.1,2009
00061,Placer,61211,5122,56089,8.4,1.2,2009
00061,Placer,8580,2352,6228,27.4,4.8,2009
00061,Placer,11505,2915,8590,25.3,4.0,2009
00061,Placer,5089,1416,3673,27.8,6.3,2009
00061,Placer,22203,4046,18157,18.2,2.5,2009
00061,Placer,87739,4712,83027,5.4,1.0,2009
00061,Placer,20490,2671,17819,13.0,3.1,2009
00061,Placer,26801,3205,23596,12.0,2.6,2009
00061,Placer,12893,1756,11138,13.6,4.0,2009
00061,Placer,46334,4103,42231,8.9,1.7,2009
00061,Placer,4025,1725,2299,42.9,8.1,2009
00061,Placer,104681,12471,92210,11.9,1.4,2009
00061,Placer,42712,13434,29278,31.5,3.0,2009
00061,Placer,10096,4800,5296,47.5,6.8,2009
00061,Placer,292779,34418,258361,11.8,0.8,2009
00061,Placer,56931,16974,39957,29.8,2.6,2009
00061,Placer,74661,20526,54135,27.5,2.2,2009
00061,Placer,35375,10969,24406,31.0,3.3,2009
00061,Placer,132776,27523,105253,20.7,1.5,2009
00061,Placer,147301,19742,127559,13.4,1.3,2009
00061,Placer,36024,11016,25009,30.6,3.2,2009
00061,Placer,16272,5563,10709,34.2,4.9,2009
00061,Placer,65517,15283,50234,23.3,2.1,2009
00061,Placer,145478,14677,130801,10.1,1.1,2009
00061,Placer,29805,8008,21797,26.9,3.6,2009
00061,Placer,27126,8966,18160,33.1,3.8,2009
00061,Placer,19103,5406,13697,28.3,4.6,2009
00061,Placer,38637,9511,29126,24.6,3.1,2009
00061,Placer,17167,7771,9396,45.3,5.2,2009
00061,Placer,104747,17616,87131,16.8,1.7,2009
00061,Placer,88720,23735,64984,26.8,2.0,2009
00061,Placer,23153,9335,13819,40.3,4.5,2009
00061,Placer,22952,9575,13377,41.7,4.4,2009
00061,Placer,37460,14477,22983,38.6,3.5,2009
00061,Placer,209427,30087,179341,14.4,1.1,2009
00061,Placer,67258,12240,55018,18.2,2.0,2009
00061,Placer,49226,17546,31680,35.6,3.0,2009
00063,Plumas,925,316,608,34.2,6.6,2009
00063,Plumas,2410,720,1690,29.9,4.9,2009
00063,Plumas,1253,431,822,34.4,7.2,2009
00063,Plumas,3793,879,2914,23.2,3.5,2009
00063,Plumas,8205,1199,7006,14.6,1.8,2009
00063,Plumas,1999,666,1333,33.3,4.7,2009
00063,Plumas,2600,794,1807,30.5,4.0,2009
00063,Plumas,1207,434,773,35.9,6.2,2009
00063,Plumas,4435,1014,3420,22.9,2.7,2009
00063,Plumas,3977,600,3377,15.1,2.4,2009
00063,Plumas,1208,380,828,31.5,5.7,2009
00063,Plumas,3040,337,2704,11.1,2.7,2009
00063,Plumas,2104,497,1607,23.6,3.8,2009
00063,Plumas,4228,598,3629,14.2,2.5,2009
00063,Plumas,1074,349,725,32.5,6.7,2009
00063,Plumas,1392,413,979,29.7,5.7,2009
00063,Plumas,659,232,428,35.1,8.6,2009
00063,Plumas,2331,517,1814,22.2,3.9,2009
00063,Plumas,3827,361,3466,9.4,2.2,2009
00063,Plumas,1668,240,1428,14.4,4.3,2009
00063,Plumas,2058,278,1781,13.5,3.7,2009
00063,Plumas,1039,162,877,15.6,5.5,2009
00063,Plumas,1922,621,1300,32.3,5.7,2009
00063,Plumas,548,202,346,36.9,8.7,2009
00063,Plumas,6064,991,5074,16.3,2.4,2009
00063,Plumas,3670,1057,2613,28.8,3.6,2009
00063,Plumas,1096,459,637,41.9,7.6,2009
00063,Plumas,5243,1530,3714,29.2,3.1,2009
00063,Plumas,6596,1795,4801,27.2,2.7,2009
00063,Plumas,3319,1033,2286,31.1,4.0,2009
00063,Plumas,10307,2236,8072,21.7,2.0,2009
00063,Plumas,7913,1401,6512,17.7,2.1,2009
00063,Plumas,2554,799,1755,31.3,4.4,2009
00063,Plumas,3245,949,2296,29.2,3.8,2009
00063,Plumas,1585,528,1057,33.3,5.7,2009
00063,Plumas,5116,1204,3912,23.5,2.8,2009
00063,Plumas,7833,1154,6679,14.7,2.0,2009
00063,Plumas,2689,730,1959,27.2,4.4,2009
00063,Plumas,15746,2554,13191,16.2,1.5,2009
00063,Plumas,1734,504,1230,29.1,5.7,2009
00063,Plumas,5192,1032,4160,19.9,2.7,2009
00063,Plumas,12171,2234,9937,18.4,1.8,2009
00063,Plumas,3685,1316,2370,35.7,4.1,2009
00063,Plumas,4674,1547,3127,33.1,3.6,2009
00063,Plumas,2349,891,1458,37.9,5.2,2009
00063,Plumas,7463,1936,5527,25.9,2.5,2009
00063,Plumas,6106,1244,4863,20.4,2.6,2009
00063,Plumas,1764,695,1069,39.4,5.9,2009
00063,Plumas,2264,827,1437,36.5,5.1,2009
00063,Plumas,3351,846,2505,25.2,3.8,2009
00065,Riverside,88588,37959,50629,42.8,3.3,2009
00065,Riverside,310404,70045,240359,22.6,1.5,2009
00065,Riverside,358838,115743,243094,32.3,1.5,2009
00065,Riverside,112205,48605,63600,43.3,3.0,2009
00065,Riverside,141651,62736,78914,44.3,3.1,2009
00065,Riverside,181209,74481,106728,41.1,2.3,2009
00065,Riverside,623919,134292,489627,21.5,1.0,2009
00065,Riverside,402174,136566,265608,34.0,1.7,2009
00065,Riverside,114020,45973,68047,40.3,2.9,2009
00065,Riverside,231833,89784,142050,38.7,2.0,2009
00065,Riverside,53586,24382,29204,45.5,4.4,2009
00065,Riverside,58619,24223,34396,41.3,4.2,2009
00065,Riverside,313515,64247,249269,20.5,1.4,2009
00065,Riverside,92621,36522,56099,39.4,3.3,2009
00065,Riverside,117814,43811,74003,37.2,2.9,2009
00065,Riverside,182067,56182,125885,30.9,2.1,2009
00065,Riverside,638583,77004,561579,12.1,1.3,2009
00065,Riverside,296563,50227,246336,16.9,2.3,2009
00065,Riverside,361785,58644,303142,16.2,2.0,2009
00065,Riverside,199635,34443,165193,17.3,2.8,2009
00065,Riverside,495909,71447,424461,14.4,1.6,2009
00065,Riverside,269763,108398,161365,40.2,2.2,2009
00065,Riverside,176771,59561,117209,33.7,2.2,2009
00065,Riverside,215647,91561,124086,42.5,2.5,2009
00065,Riverside,619844,155694,464150,25.1,1.2,2009
00065,Riverside,1851248,417367,1433881,22.5,0.7,2009
00065,Riverside,698963,237920,461043,34.0,1.4,2009
00065,Riverside,870295,283860,586435,32.6,1.3,2009
00065,Riverside,455596,158680,296916,34.8,1.8,2009
00065,Riverside,1265509,362839,902670,28.7,1.0,2009
00065,Riverside,935743,229068,706674,24.5,1.1,2009
00065,Riverside,342874,124858,218017,36.4,2.1,2009
00065,Riverside,430691,150518,280174,34.9,1.8,2009
00065,Riverside,218012,81136,136876,37.2,2.7,2009
00065,Riverside,632801,195964,436838,31.0,1.4,2009
00065,Riverside,915506,188299,727207,20.6,1.0,2009
00065,Riverside,356088,113062,243026,31.8,2.0,2009
00065,Riverside,392760,162928,229833,41.5,1.7,2009
00065,Riverside,237584,77544,160040,32.6,2.5,2009
00065,Riverside,632707,166875,465832,26.4,1.3,2009
00065,Riverside,1246476,349299,897177,28.0,0.9,2009
00065,Riverside,415844,192843,223001,46.4,1.8,2009
00065,Riverside,526018,231450,294568,44.0,1.6,2009
00065,Riverside,264329,127712,136617,48.3,2.3,2009
00065,Riverside,794935,299494,495441,37.7,1.2,2009
00065,Riverside,626632,193605,433027,30.9,1.3,2009
00065,Riverside,200197,101282,98915,50.6,2.5,2009
00065,Riverside,256255,123052,133203,48.0,2.2,2009
00065,Riverside,122678,64976,57702,53.0,3.3,2009
00065,Riverside,439604,133342,306262,30.3,1.7,2009
00067,Sacramento,213104,35280,177824,16.6,1.4,2009
00067,Sacramento,231177,55740,175437,24.1,1.6,2009
00067,Sacramento,75187,23825,51362,31.7,3.1,2009
00067,Sacramento,143924,42612,101312,29.6,2.2,2009
00067,Sacramento,179521,47033,132489,26.2,2.2,2009
00067,Sacramento,439895,65741,374154,14.9,1.0,2009
00067,Sacramento,271554,60306,211248,22.2,1.6,2009
00067,Sacramento,96963,26098,70864,26.9,3.1,2009
00067,Sacramento,54653,18731,35921,34.3,3.7,2009
00067,Sacramento,113296,35363,77933,31.2,2.5,2009
00067,Sacramento,69516,22563,46953,32.5,3.2,2009
00067,Sacramento,39088,11164,27924,28.6,4.2,2009
00067,Sacramento,110874,29507,81366,26.6,2.3,2009
00067,Sacramento,226791,30461,196329,13.4,1.3,2009
00067,Sacramento,58643,16632,42011,28.4,3.4,2009
00067,Sacramento,74408,20049,54359,26.9,3.0,2009
00067,Sacramento,120303,26232,94070,21.8,2.1,2009
00067,Sacramento,377878,24772,353106,6.6,0.9,2009
00067,Sacramento,164443,14830,149613,9.0,1.6,2009
00067,Sacramento,201083,17986,183097,8.9,1.5,2009
00067,Sacramento,113718,9588,104130,8.4,1.9,2009
00067,Sacramento,278916,22445,256471,8.0,1.2,2009
00067,Sacramento,143902,39251,104650,27.3,2.5,2009
00067,Sacramento,36098,12661,23438,35.1,4.6,2009
00067,Sacramento,258598,87020,171578,33.7,1.9,2009
00067,Sacramento,346068,112522,233546,32.5,1.7,2009
00067,Sacramento,85798,35373,50424,41.2,3.6,2009
00067,Sacramento,1237418,195203,1042215,15.8,0.7,2009
00067,Sacramento,431376,106644,324733,24.7,1.4,2009
00067,Sacramento,537115,128827,408288,24.0,1.2,2009
