Year,County,Violent Crimes,Homicide,Rape (Forcible Rape prior to 2014),Rape,Attempted Rape,Robbery,Weapon,Firearm,Knife or Cutting Instrument,Other Weapon,Strong-Arm,Location,Highway,Commercial,Gas Station,Convenience Store,Residence,Bank,Miscellaneous,Aggravated Assault,Weapon.1,Firearm.1,Knife or Cutting Instrument.1,Other Weapon.1,Hands  Fists  Feet,Property Crimes,Burglary,Means of Entry,Forcible Entry,No Force,Location / Time,Residence.1,Night,Day,Unknown,Non-Residence,Night.1,Day.1,Unknown.1,Motor Vehicle Theft,Automotive,Trucks and Buses,Other,Larceny-Theft,Type,Pocket-Picking,Purse-Snatching,Shoplifting,From Motor Vehicle,Motor Vehicle Accessories,Bicycles,From Building,Coin Operated Machine,Other.1,Value,Over $400,Over $200,$200 through $400,$50 through $199,Under $50,Arson,Structural Property,Mobile Property,Other Property
1996,Modoc,69.0,0.0,4.0,3.0,1.0,4.0,,1.0,0.0,1.0,2.0,,1.0,0.0,0.0,0.0,3.0,0.0,0.0,61.0,,5.0,4.0,8.0,44.0,190.0,76.0,,58.0,18.0,,62.0,18.0,8.0,36.0,14.0,5.0,2.0,7.0,15.0,6.0,6.0,3.0,99.0,,0.0,2.0,3.0,20.0,4.0,12.0,20.0,1.0,37.0,,31.0,0.0,17.0,33.0,18.0,4.0,3.0,0.0,1.0
1996,Mono,63.0,1.0,0.0,0.0,0.0,5.0,,0.0,0.0,0.0,5.0,,2.0,0.0,0.0,0.0,0.0,0.0,3.0,57.0,,3.0,1.0,18.0,35.0,493.0,132.0,,50.0,82.0,,77.0,17.0,11.0,49.0,55.0,18.0,8.0,29.0,16.0,8.0,6.0,2.0,345.0,,1.0,0.0,13.0,78.0,11.0,30.0,64.0,1.0,147.0,,156.0,0.0,77.0,52.0,60.0,1.0,1.0,0.0,0.0
1996,Monterey,"2,390",23,101,85,16,640,,163,100,52,325,,328,51,11,57,25,22,146,"1,626",,198,183,459,786,"14,412","3,082",,"1,974","1,108",,"1,742",437,740,565,"1,340",476,325,539,"1,266","1,025",167,74,"10,064",,12,34,"1,683","2,952","1,486",684,998,68,"2,147",,"2,860",0,"1,764","1,959","3,481",125,52,42,31
1996,Napa,411,0,34,31,3,71,,27,5,6,33,,13,19,3,7,7,3,19,306,,16,47,170,73,"3,547",713,,423,290,,450,80,138,232,263,84,40,139,269,187,64,18,"2,565",,5,5,373,941,289,170,324,23,435,,641.0,0,407.0,637,880,27,9,5,13
1996,Nevada,433.0,2.0,22.0,16.0,6.0,20.0,,3.0,1.0,3.0,13.0,,6.0,1.0,2.0,0.0,4.0,1.0,6.0,389.0,,28.0,15.0,78.0,268.0,"2,388",680.0,,409.0,271.0,,401.0,72.0,99.0,230.0,279.0,153.0,41.0,85.0,198.0,116.0,51.0,31.0,"1,510",,1.0,6.0,176.0,450.0,57.0,60.0,218.0,28.0,514.0,,489.0,0.0,288.0,293.0,440.0,8.0,3.0,2.0,3.0
1996,Orange,"12,002",111,492,393,99,"4,494",,"2,066",502,344,"1,582",,"1,967",941,136,188,484,196,582,"6,905",,"1,199",869,"2,210","2,627","90,745","19,261",,"12,540","6,721",,"11,323","3,140","5,387","2,796","7,938","2,940","2,247","2,751","14,508","9,846","3,824",838,"56,976",,121,313,"10,174","20,986","7,046","2,915","6,840",361,"8,220",,"14,993",0,"9,863","14,366","17,754",974,324,157,493
1996,Placer,758,5.0,44,39.0,5.0,101,,20,8,12.0,61,,17,18,4.0,11.0,3.0,10.0,38,608,,34,59,258,257,"7,521","1,955",,982,973,,963,253,325,385,992,432,270,290,720,474,155,91,"4,846",,6,22,489,"1,617",458,300,635,35,"1,284",,"1,340",0,857,947,"1,702",57,15.0,14.0,28
1996,Plumas,78.0,2.0,9.0,9.0,0.0,6.0,,2.0,0.0,0.0,4.0,,0.0,0.0,0.0,0.0,2.0,0.0,4.0,61.0,,9.0,9.0,17.0,26.0,872.0,285.0,,135.0,150.0,,97.0,12.0,11.0,74.0,188.0,42.0,80.0,66.0,124.0,76.0,36.0,12.0,463.0,,3.0,0.0,56.0,81.0,12.0,54.0,72.0,0.0,185.0,,104.0,0.0,70.0,133.0,156.0,3.0,1.0,1.0,1.0
1996,Riverside,"11,351",111.0,453.0,392.0,61.0,"2,759",,"1,025",291.0,329.0,"1,114",,948,526.0,89.0,279.0,253.0,77.0,587.0,"8,028",,"1,443",913,"2,719","2,953","63,104","19,180",,"12,209","6,971",,"12,455","2,901","4,386","5,168","6,725","3,275","1,881","1,569","9,315","6,320","2,182",813,"34,609",,85.0,132.0,"6,735","9,644","2,937","1,736","2,262",365,"10,713",,"8,385",0,"5,175","7,337","13,712",650.0,141.0,115.0,394.0
1996,Sacramento,"8,930",93,418,348,70,"3,487",,"1,227",237,324,"1,699",,"1,073",501,52,132,363,67,"1,299","4,932",,"1,159",686,"2,095",992,"70,175","16,151",,"12,360","3,791",,"11,689","3,808","6,384","1,497","4,462","2,300","1,522",640,"15,458","11,726","3,301",431,"38,566",,61,178,"6,674","14,590","4,967","1,941","5,518",289,"4,348",,"10,016",0,"5,932","6,726","15,892",313,180,82,51
1996,San Benito,191.0,0.0,21.0,21.0,0.0,26.0,,5.0,3.0,3.0,15.0,,9.0,2.0,0.0,4.0,6.0,2.0,3.0,144.0,,8.0,11.0,74.0,51.0,"1,110",353.0,,210.0,143.0,,216.0,48.0,82.0,86.0,137.0,57.0,21.0,59.0,103.0,55.0,36.0,12.0,654.0,,2.0,1.0,95.0,154.0,78.0,101.0,59.0,4.0,160.0,,149.0,0.0,125.0,123.0,257.0,24.0,9.0,5.0,10.0
1996,San Bernardino,"12,622",185,527,457,70,"4,443",,"2,059",385,340,"1,659",,"2,009",762,115,404,439,73,641,"7,467",,"2,027","1,119","3,248","1,073","76,957","21,724",,"16,341","5,383",,"14,820","2,822","4,819","7,179","6,904","2,461","1,394","3,049","15,713","11,197","3,652",864,"39,520",,121,277,"8,905","12,397","3,645","2,080","3,284",481,"8,330",,"10,339",0,"6,147","9,436","13,598",792,287,218,287
1996,San Diego,"18,954",166.0,815,614.0,201.0,"5,466",,"1,624",476,588.0,"2,778",,"2,732",957,92.0,179.0,436.0,276.0,794,"12,507",,"2,093","1,977","5,217","3,220","104,480","21,871",,"10,217","11,654",,"13,331","2,307","4,411","6,613","8,540","2,295","1,731","4,514","20,595","15,093","4,904",598,"62,014",,46,186,"8,651","24,705","3,905","3,188","10,879",165,"10,289",,"18,150",0,"12,410","13,839","17,615",627,332.0,169.0,126
1996,San Francisco,"9,946",82.0,299.0,212.0,87.0,"5,565",,"1,374",459,450.0,"3,282",,"3,031",384,74.0,120.0,287.0,187.0,"1,482","4,000",,429,540,"1,751","1,280","47,868","7,168",,"3,740","3,428",,"3,521","1,312","2,206",3,"3,647","2,152","1,471",24,"8,623","6,781","1,407",435,"32,077",,"1,316",348,"4,267","14,795",800,918,"5,114",118,"4,401",,"1,258",0,734,579,"29,506",464,200.0,210.0,54
1996,San Joaquin,"4,322",66.0,209.0,160.0,49.0,"1,602",,537.0,138.0,226.0,701.0,,815,290.0,26.0,71.0,132.0,50.0,218.0,"2,445",,451,369.0,728,897,"29,476","6,254",,"4,303","1,951",,"4,014","1,088","1,728","1,198","2,240",970,512.0,758,"4,859","3,748",880,231.0,"18,363",,36.0,49.0,"3,030","6,663","1,665","1,252","1,590","1,349","2,729",,"4,505",0,"2,810","4,291","6,757",253.0,105.0,90.0,58.0
1996,San Luis Obispo,909,5,78,69,9,69,,21,10,13,25,,5,5,3,12,2,6,36,757,,52,63,210,432,"6,937","1,556",,843,713,,742,153,174,415,814,320,149,345,288,178,63,47,"5,093",,10,15,896,"1,440",271,454,735,30,"1,242",,"1,171",0,959,"1,315","1,648",122,44,6,72
1996,San Mateo,"2,421",11,119,94,25,839,,288,56,69,426,,458,78,29,46,63,35,130,"1,452",,147,215,439,651,"20,270","2,813",,"1,579","1,234",,"1,641",351,874,416,"1,172",461,343,368,"2,513","2,103",320,90,"14,944",,136,270,"2,289","5,020","1,896",819,"1,833",64,"2,617",,"4,356",0,"3,088","3,419","4,081",140,47,67,26
1996,Santa Barbara,"1,734",12.0,127,102.0,25.0,317,,77,57,30.0,153,,110,50,13.0,23.0,22.0,17.0,82,"1,278",,130,166,413,569,"13,318","3,645",,"2,225","1,420",,"2,045",346,713,986,"1,600",405,328,867,645,444,128,73,"9,028",,13,23,"1,254","2,329",911,"1,294","1,251",47,"1,906",,"1,988",0,"1,901","2,278","2,861",77,36.0,8.0,33
1996,Santa Clara,"8,965",48,544,454,90,"1,774",,544,155,164,911,,652,326,45,117,130,86,418,"6,599",,419,677,"2,559","2,944","54,741","8,925",,"6,715","2,210",,"5,474","1,307","3,027","1,140","3,451","1,586",835,"1,030","5,711","4,226","1,158",327,"40,105",,87,242,"7,305","9,338","9,962","3,052","5,766",122,"4,231",,"9,830",0,"8,205","10,715","11,355",867,329,405,133
1996,Santa Cruz,"1,774",10.0,71.0,62.0,9.0,276,,62.0,31.0,43.0,140.0,,103,23.0,11.0,11.0,12.0,24.0,92.0,"1,417",,131,175.0,524,587,"11,550","2,170",,"1,224",946,,"1,513",379,809,325,657,324,203.0,130,784,512,165,107.0,"8,596",,74.0,99.0,"1,356","3,531",550,682,944,38,"1,322",,"2,341",0,"1,594","1,692","2,969",75.0,37.0,24.0,14.0
1996,Shasta,"1,231",9.0,89.0,77.0,12.0,145.0,,33.0,19.0,17.0,76.0,,56.0,19.0,11.0,11.0,24.0,8.0,16.0,988,,102.0,126.0,389.0,371.0,"6,091","1,600",,868,732.0,,989,251.0,278.0,460.0,611,274.0,110.0,227.0,515,308.0,138.0,69.0,"3,976",,10.0,3.0,989,"1,259",243.0,302.0,629.0,15.0,526,,903,0.0,537.0,841,"1,695",90.0,32.0,8.0,50.0
1996,Sierra,8.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,,1.0,0.0,2.0,5.0,102.0,42.0,,30.0,12.0,,24.0,1.0,7.0,16.0,18.0,3.0,7.0,8.0,4.0,2.0,0.0,2.0,56.0,,0.0,0.0,1.0,3.0,3.0,4.0,6.0,0.0,39.0,,20.0,0.0,10.0,9.0,17.0,1.0,1.0,0.0,0.0
1996,Siskiyou,86.0,2.0,5.0,5.0,0.0,12.0,,7.0,1.0,2.0,2.0,,4.0,0.0,6.0,1.0,0.0,0.0,1.0,67.0,,5.0,8.0,37.0,17.0,"1,265",339.0,,212.0,127.0,,193.0,51.0,39.0,103.0,146.0,97.0,11.0,38.0,62.0,29.0,22.0,11.0,864,,0.0,4.0,189.0,161.0,70.0,66.0,70.0,6.0,298.0,,170.0,0.0,172.0,218.0,304.0,15.0,10.0,2.0,3.0
1996,Solano,"3,003",22,150,123,27,857,,290,51,61,455,,440,201,24,31,75,19,67,"1,974",,177,203,649,945,"17,735","3,972",,"2,993",979,,"2,665",627,"1,024","1,014","1,307",526,206,575,"1,893","1,455",351,87,"11,870",,33,38,"2,067","4,711",821,747,"1,094",47,"2,312",,"2,658",0,"1,746","2,363","5,103",216,71,63,82
1996,Sonoma,"1,862",17,173,144,29,326,,73,47,22,184,,146,39,17,15,48,10,51,"1,346",,129,175,539,503,"15,697","3,520",,"1,770","1,750",,"1,834",355,698,781,"1,686",678,326,682,969,649,211,109,"11,208",,17,13,"1,946","3,033","1,691","1,055","1,234",58,"2,161",,"2,682",0,"1,847","2,371","4,308",167,69,26,72
1996,Stanislaus,"3,661",28,179,144,35,711,,245,60,33,373,,275,113,19,63,81,17,143,"2,743",,397,259,"1,016","1,071","24,001","6,266",,"4,151","2,115",,"4,336","1,116","1,664","1,556","1,930",846,278,806,"3,370","2,177","1,026",167,"14,365",,10,21,"2,573","4,293","1,838","1,218",812,65,"3,535",,"3,079",0,"2,381","3,660","5,245",504,145,115,244
1996,Sutter,451,5.0,32,30.0,2.0,44,,17,3,5.0,19,,3,8,2.0,1.0,4.0,2.0,24,370,,15,30,109,216,"3,257",795,,462,333,,487,154,128,205,308,100,51,157,258,200,36,22,"2,204",,0,5,377,799,72,228,165,13,545,,487.0,0,442.0,515,760,15,4.0,5.0,6
1996,Tehama,400,3.0,14,12.0,2.0,41,,10,7,3.0,21,,3,5,2.0,4.0,5.0,1.0,21,342,,14,28,129,171,"2,240",529,,290,239,,316,64,109,143,213,56,60,97,149,56,55,38,"1,562",,3,6,235,451,53,159,211,5,439,,278.0,0,228.0,383,673,50,9.0,7.0,34
1996,Trinity,39.0,1.0,5.0,5.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,,5.0,5.0,8.0,15.0,298.0,152.0,,101.0,51.0,,80.0,19.0,9.0,52.0,72.0,57.0,4.0,11.0,21.0,10.0,7.0,4.0,125.0,,0.0,1.0,9.0,25.0,6.0,7.0,39.0,0.0,38.0,,39.0,0.0,16.0,34.0,36.0,1.0,1.0,0.0,0.0
1996,Tulare,"2,376",22.0,110.0,89.0,21.0,429,,132.0,52.0,26.0,219.0,,147,38.0,16.0,42.0,36.0,5.0,145.0,"1,815",,226,186.0,487,916,"15,525","3,508",,"2,320","1,188",,"2,316",526,852,938,"1,192",482,266.0,444,"2,186","1,694",304,188.0,"9,831",,39.0,138.0,"1,791","3,021",606,840,937,29,"2,430",,"2,343",0,"1,671","2,098","3,719",636.0,55.0,186.0,395.0
1996,Tuolumne,512.0,1.0,17.0,13.0,4.0,15.0,,6.0,1.0,1.0,7.0,,5.0,3.0,0.0,2.0,3.0,0.0,2.0,479.0,,21.0,42.0,79.0,337.0,"2,180",845.0,,555.0,290.0,,552.0,80.0,154.0,318.0,293.0,145.0,83.0,65.0,173.0,103.0,30.0,40.0,"1,162",,1.0,1.0,192.0,281.0,25.0,50.0,107.0,4.0,501.0,,287.0,0.0,176.0,282.0,417.0,12.0,8.0,4.0,0.0
1996,Ventura,"2,902",33.0,148.0,127.0,21.0,874,,243,147,100.0,384,,294,160,27.0,47.0,61.0,53.0,232,"1,847",,236,238,642,731,"20,276","4,563",,"2,490","2,073",,"2,712",670,"1,081",961,"1,851",462,444,945,"2,313","1,484",641,188,"13,400",,25,45.0,"2,433","4,688","1,859","1,022","1,177",28,"2,123",,"3,660",0,"2,553","3,258","3,929",247,74.0,60.0,113
1996,Yolo,"1,038",7,51,43,8,134,,46,10,10,68,,23,2,5,22,20,7,55,846,,31,62,146,607,"7,163","1,362",,746,616,,712,234,220,258,650,277,119,254,769,535,130,104,"5,032",,9,17,630,"1,116",239,"1,750",564,28,679,,"1,113",0,"1,093","1,492","1,334",89,48,11,30
1996,Yuba,572.0,2.0,25.0,23.0,2.0,62.0,,10.0,11.0,9.0,32.0,,31.0,5.0,3.0,1.0,12.0,0.0,10.0,483.0,,43.0,61.0,192.0,187.0,"3,024",878,,512.0,366.0,,550.0,124.0,196.0,230.0,328.0,111.0,116.0,101.0,309.0,170.0,69.0,70.0,"1,837",,3.0,0.0,378.0,526.0,95.0,137.0,145.0,9.0,544.0,,470.0,0.0,306.0,377.0,684.0,19.0,9.0,5.0,5.0
1997,Alameda,"13,428",142.0,557.0,465.0,92.0,"5,457",,"2,108",347,410.0,"2,592",,"2,689",777,153.0,233.0,551.0,152.0,902,"7,272",,987,808,"2,211","3,266","79,995","14,252",,"9,158","5,094",,"8,302","2,165","3,891","2,246","5,950","2,163","1,740","2,047","12,115","10,123","1,317",675,"53,628",,427,523.0,"6,827","19,236","5,916","3,580","6,186",498,"10,435",,"13,146",0,"9,477","11,328","19,677",672,249.0,266.0,157
1997,Alpine,29.0,0.0,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,,1.0,0.0,9.0,18.0,124.0,24.0,,12.0,12.0,,16.0,5.0,8.0,3.0,8.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,100.0,,0.0,1.0,0.0,5.0,0.0,0.0,15.0,0.0,79.0,,52.0,0.0,17.0,16.0,15.0,0.0,0.0,0.0,0.0
1997,Amador,64.0,0.0,7.0,7.0,0.0,2.0,,0.0,0.0,0.0,2.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,55.0,,2.0,3.0,27.0,23.0,701.0,223.0,,150.0,73.0,,135.0,19.0,42.0,74.0,88.0,41.0,11.0,36.0,34.0,22.0,8.0,4.0,444.0,,0.0,2.0,63.0,79.0,39.0,22.0,77.0,11.0,151.0,,99.0,0.0,83.0,120.0,142.0,0.0,0.0,0.0,0.0
1997,Butte,703,8,84,67,17,157,,45,6,27,79,,36,24,6,18,26,5,42,454,,46,60,200,148,"8,638","2,505",,"1,355","1,150",,"1,577",338,435,804,928,339,138,451,779,477,184,118,"5,354",,8,13,813,"1,713",239,930,513,34,"1,091",,"1,216",0,941,"1,039","2,158",127,23,18,86
1997,Calaveras,100.0,2.0,5.0,4.0,1.0,6.0,,2.0,0.0,0.0,4.0,,2.0,0.0,0.0,0.0,2.0,1.0,1.0,87.0,,8.0,16.0,27.0,36.0,"1,278",477.0,,336.0,141.0,,306.0,34.0,54.0,218.0,171.0,57.0,32.0,82.0,72.0,29.0,19.0,24.0,729.0,,2.0,3.0,56.0,143.0,46.0,30.0,128.0,23.0,298.0,,221.0,0.0,124.0,157.0,227.0,6.0,2.0,1.0,3.0
1997,Colusa,91.0,2.0,2.0,2.0,0.0,5.0,,1.0,3.0,1.0,0.0,,4.0,1.0,0.0,0.0,0.0,0.0,0.0,82.0,,3.0,13.0,45.0,21.0,500.0,147.0,,90.0,57.0,,79.0,19.0,37.0,23.0,68.0,24.0,16.0,28.0,52.0,25.0,9.0,18.0,301.0,,0.0,0.0,10.0,72.0,24.0,50.0,53.0,6.0,86.0,,77.0,0.0,39.0,78.0,107.0,5.0,2.0,0.0,3.0
1997,Contra Costa,"5,634",63,210,178,32,"1,657",,644,88,100,825,,878,252,35,81,128,58,225,"3,704",,612,506,"1,230","1,356","39,502","8,729",,"5,444","3,285",,"5,701","1,114","2,627","1,960","3,028","1,086",633,"1,309","5,396","4,366",781,249,"25,377",,56,129,"3,713","8,778","1,923","2,066","3,431",268,"5,013",,"6,331",0,"4,354","5,731","8,961",312,123,104,85
1997,Del Norte,146.0,1.0,12.0,8.0,4.0,12.0,,2.0,0.0,1.0,9.0,,3.0,1.0,1.0,2.0,2.0,0.0,3.0,121.0,,12.0,16.0,44.0,49.0,"1,128",404.0,,259.0,145.0,,239.0,47.0,59.0,133.0,165.0,60.0,40.0,65.0,66.0,41.0,24.0,1.0,658.0,,1.0,7.0,130.0,181.0,17.0,98.0,103.0,2.0,119.0,,119.0,0.0,94.0,138.0,307.0,4.0,2.0,1.0,1.0
1997,El Dorado,572,4.0,47,35.0,12.0,39,,21,3,0.0,15,,6,10,1.0,2.0,6.0,1.0,13,482,,21,34,139,288,"4,065","1,402",,824,578,,743,147,219,377,659,285,130,244,396,211,112,73,"2,267",,2,3,333,509,94,266,321,16,723,,653.0,0,433.0,429,752,22,11.0,2.0,9
1997,Fresno,"7,485",84.0,308.0,239.0,69.0,"2,105",,844,198,122.0,941,,"1,245",269,29.0,114.0,236.0,42.0,170,"4,988",,"1,167",810,"1,529","1,482","46,620","9,973",,"7,486","2,487",,"6,799","2,170","3,631",998,"3,174","1,796",779,599,"9,570","6,801","2,532",237,"27,077",,35,163,"4,048","9,154","2,677","1,810","3,542",137,"5,511",,"4,964",0,"3,120","5,048","13,945","1,222",221.0,328.0,673
1997,Glenn,121.0,0.0,10.0,9.0,1.0,7.0,,2.0,0.0,1.0,4.0,,3.0,2.0,0.0,1.0,0.0,0.0,1.0,104.0,,14.0,10.0,22.0,58.0,874.0,253.0,,163.0,90.0,,134.0,49.0,30.0,55.0,119.0,62.0,10.0,47.0,72.0,35.0,25.0,12.0,549.0,,2.0,2.0,58.0,92.0,58.0,92.0,111.0,15.0,119.0,,105.0,0.0,112.0,162.0,170.0,23.0,9.0,9.0,5.0
1997,Humboldt,728,8,74,58,16,113,,36,21,11,45,,31,14,12,4,25,5,22,533,,58,63,220,192,"5,958","1,301",,789,512,,757,160,254,343,544,215,136,193,564,333,145,86,"4,093",,8,24,580,905,620,495,550,13,898,,806,0,703,978,"1,606",55,30,17,8
1997,Imperial,915,5,29,19,10,223,,30,32,35,126,,45,20,16,10,22,3,107,658,,44,77,213,324,"7,094","2,588",,"1,720",868,,"1,342",610,557,175,"1,246",372,379,495,"1,211",793,345,73,"3,295",,29,62,568,550,239,568,350,10,919,,658.0,0,509.0,806,"1,322",60,15,20,25
1997,Inyo,218.0,1.0,10.0,9.0,1.0,2.0,,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,205.0,,0.0,11.0,23.0,171.0,548.0,148.0,,77.0,71.0,,83.0,46.0,25.0,12.0,65.0,52.0,11.0,2.0,31.0,17.0,9.0,5.0,369.0,,6.0,5.0,39.0,30.0,18.0,83.0,34.0,10.0,144.0,,83.0,0.0,64.0,116.0,106.0,2.0,0.0,1.0,1.0
1997,Kern,"4,094",55.0,191.0,155.0,36.0,964,,326,96.0,61.0,481,,173,45.0,12.0,78.0,112.0,21.0,523.0,"2,884",,424,392,951,"1,117","28,790","7,875",,"5,162","2,713",,"5,325","1,130","1,925","2,270","2,550",760,546,"1,244","3,286","2,072",939,275,"17,629",,27.0,42.0,"3,380","5,949","1,135","1,492","1,759",100,"3,745",,"4,288",0,"2,743","4,047","6,551","1,249",209.0,136.0,904
1997,Kings,667,5.0,31,24.0,7.0,102,,22,9,6.0,65,,24,11,1.0,9.0,4.0,11.0,42,529,,39,57,119,314,"4,231","1,118",,892,226,,696,238,236,222,422,196,103,123,488,349,106,33,"2,625",,27,19,546,611,218,316,266,12,610,,572.0,0,485.0,747,821,37,22.0,5.0,10
1997,Lake,291.0,5.0,11.0,10.0,1.0,19.0,,5.0,2.0,2.0,10.0,,6.0,0.0,1.0,1.0,7.0,0.0,4.0,256.0,,26.0,27.0,115.0,88.0,"2,160",906,,612.0,294.0,,579.0,90.0,129.0,360.0,327.0,117.0,48.0,162.0,207.0,129.0,37.0,41.0,"1,047",,2.0,6.0,118.0,266.0,24.0,61.0,191.0,6.0,373.0,,261.0,0.0,180.0,223.0,383.0,19.0,7.0,7.0,5.0
1997,Lassen,110.0,0.0,6.0,6.0,0.0,6.0,,1.0,0.0,0.0,5.0,,0.0,0.0,0.0,2.0,0.0,0.0,4.0,98.0,,13.0,7.0,49.0,29.0,718.0,191.0,,102.0,89.0,,116.0,11.0,27.0,78.0,75.0,23.0,11.0,41.0,52.0,28.0,16.0,8.0,475.0,,0.0,4.0,100.0,117.0,14.0,68.0,45.0,3.0,124.0,,109.0,0.0,79.0,112.0,175.0,7.0,2.0,3.0,2.0
1997,Los Angeles,"106,673","1,176","2,846","2,334",512,"38,601",,"16,470","4,026","3,786","14,319",,"19,858","6,946",738,"1,245","3,137",462,"6,215","64,050",,"12,224","8,279","15,366","28,181","339,058","76,585",,"54,414","22,171",,"46,290","10,226","24,324","11,740","30,295","9,416","11,130","9,749","79,771","60,281","17,762","1,728","182,702",,"1,164","1,446","26,178","69,658","14,943","6,118","36,006",536,"26,653",,"57,646",0,"30,505","40,912","53,639","5,154","1,597","1,820","1,737"
1997,Madera,897,6,53,37,16,178,,44,18,25,91,,67,3,2,10,19,0,77,660,,92,74,208,286,"4,754","1,470",,956,514,,909,239,340,330,561,242,120,199,870,549,268,53,"2,414",,8,20,480,639,108,264,294,24,577,,622.0,0,451.0,590,751,140,14,117,9
1997,Marin,726,1,39,35,4,134,,30,12,17,75,,60,20,8,6,11,9,20,552,,12,56,135,349,"6,561","1,482",,752,730,,772,177,297,298,710,323,175,212,484,364,76,44,"4,595",,12,9,584,"1,589",299,404,767,108,823,,"1,506",0,850,914,"1,325",29,10,11,8
1997,Mariposa,196.0,1.0,4.0,4.0,0.0,1.0,,0.0,0.0,0.0,1.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,190.0,,7.0,9.0,30.0,144.0,476.0,178.0,,148.0,30.0,,117.0,14.0,16.0,87.0,61.0,17.0,9.0,35.0,30.0,9.0,4.0,17.0,268.0,,5.0,3.0,14.0,43.0,21.0,8.0,34.0,4.0,136.0,,77.0,0.0,35.0,57.0,99.0,1.0,0.0,1.0,0.0
1997,Mendocino,590.0,7.0,32.0,27.0,5.0,42.0,,10.0,3.0,7.0,22.0,,6.0,7.0,2.0,4.0,2.0,5.0,16.0,509.0,,27.0,57.0,155.0,270.0,"2,502",937,,541.0,396.0,,413.0,69.0,116.0,228.0,524.0,216.0,112.0,196.0,181.0,138.0,21.0,22.0,"1,384",,33.0,13.0,277.0,212.0,56.0,179.0,220.0,12.0,382.0,,312.0,0.0,226.0,363.0,483.0,23.0,15.0,2.0,6.0
1997,Merced,"1,502",17.0,76.0,69.0,7.0,205,,48,16,12.0,129,,53,38,5.0,11.0,33.0,2.0,63,"1,204",,54,83,331,736,"9,795","3,050",,"2,167",883,,"1,709",513,665,531,"1,341",611,231,499,"1,057",834,173,50,"5,688",,21,35,870,"1,627",132,773,530,26,"1,674",,"1,129",0,"1,038","1,611","1,910",87,41.0,29.0,17
1997,Modoc,66.0,0.0,3.0,3.0,0.0,1.0,,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,62.0,,6.0,7.0,12.0,37.0,143.0,39.0,,31.0,8.0,,36.0,12.0,8.0,16.0,3.0,2.0,1.0,0.0,6.0,5.0,0.0,1.0,98.0,,0.0,0.0,5.0,16.0,2.0,24.0,18.0,3.0,30.0,,24.0,0.0,25.0,25.0,24.0,6.0,6.0,0.0,0.0
1997,Mono,64.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,,1.0,8.0,19.0,36.0,498.0,143.0,,79.0,64.0,,93.0,17.0,23.0,53.0,50.0,14.0,11.0,25.0,17.0,8.0,5.0,4.0,338.0,,0.0,2.0,5.0,63.0,13.0,40.0,64.0,3.0,148.0,,165.0,0.0,69.0,53.0,51.0,2.0,2.0,0.0,0.0
1997,Monterey,"2,384",33,129,112,17,587,,143,88,32,324,,288,76,20,24,35,13,131,"1,635",,248,231,480,676,"14,007","3,349",,"2,193","1,156",,"2,098",474,952,672,"1,251",455,257,539,"1,367","1,007",268,92,"9,291",,14,33,"1,576","2,799","1,289",640,923,34,"1,983",,"2,428",0,"1,574","1,939","3,350",88,36,32,20
1997,Napa,385,2,30,28,2,48,,8,6,4,30,,16,7,3,3,3,0,16,305,,26,42,161,76,"3,829",885,,568,317,,490,102,179,209,395,177,47,171,334,240,71,23,"2,610",,5,9,339,845,280,266,360,30,476,,717.0,0,399.0,648,846,41,24,6,11
1997,Nevada,519.0,0.0,22.0,22.0,0.0,27.0,,5.0,2.0,5.0,15.0,,6.0,1.0,1.0,4.0,1.0,0.0,14.0,470.0,,23.0,27.0,71.0,349.0,"2,582",624.0,,304.0,320.0,,440.0,82.0,103.0,255.0,184.0,94.0,31.0,59.0,236.0,139.0,68.0,29.0,"1,722",,2.0,2.0,255.0,510.0,48.0,81.0,323.0,20.0,481.0,,519.0,0.0,311.0,353.0,539.0,7.0,3.0,0.0,4.0
1997,Orange,"11,204",102,554,437,117,"3,707",,"1,589",442,287,"1,389",,"1,742",772,125,143,372,148,405,"6,841",,"1,029",873,"2,158","2,781","81,289","17,504",,"11,528","5,976",,"10,544","2,894","5,274","2,376","6,960","2,623","2,161","2,176","12,802","8,685","3,552",565,"50,983",,162,367,"8,763","18,311","6,291","2,813","6,524",257,"7,495",,"13,923",0,"8,755","12,402","15,903",820,235,155,430
