Year,County,Violent Crimes,Homicide,Rape (Forcible Rape prior to 2014),Rape,Attempted Rape,Robbery,Weapon,Firearm,Knife or Cutting Instrument,Other Weapon,Strong-Arm,Location,Highway,Commercial,Gas Station,Convenience Store,Residence,Bank,Miscellaneous,Aggravated Assault,Weapon.1,Firearm.1,Knife or Cutting Instrument.1,Other Weapon.1,Hands  Fists  Feet,Property Crimes,Burglary,Means of Entry,Forcible Entry,No Force,Location / Time,Residence.1,Night,Day,Unknown,Non-Residence,Night.1,Day.1,Unknown.1,Motor Vehicle Theft,Automotive,Trucks and Buses,Other,Larceny-Theft,Type,Pocket-Picking,Purse-Snatching,Shoplifting,From Motor Vehicle,Motor Vehicle Accessories,Bicycles,From Building,Coin Operated Machine,Other.1,Value,Over $400,Over $200,$200 through $400,$50 through $199,Under $50,Arson,Structural Property,Mobile Property,Other Property
2006,Amador,131.0,2.0,29.0,28.0,1.0,10.0,,2.0,0.0,1.0,7.0,,3.0,1.0,0.0,1.0,1.0,1.0,3.0,90.0,,2.0,9.0,24.0,55.0,844.0,328.0,,140.0,188.0,,129.0,29.0,78.0,22.0,199.0,55.0,117.0,27.0,78.0,45.0,7.0,26.0,438.0,,1.0,1.0,3.0,79.0,7.0,5.0,85.0,8.0,249.0,,122.0,0.0,61.0,75.0,180.0,6.0,5.0,0.0,1.0
2006,Butte,787,11,113,106,7,144,,38,15,8,83,,57,11,5,5,29,5,32,519,,44,65,177,233,"7,107","2,085",,"1,063","1,022",,"1,384",422,621,341,701,227,350,124,"1,010",634,216,160,"4,012",,8,11,518,943,330,365,455,7,"1,375",,"1,038",0,617,775,"1,582",163,42,26,95
2006,Calaveras,56.0,1.0,11.0,8.0,3.0,12.0,,3.0,1.0,0.0,8.0,,3.0,0.0,0.0,1.0,3.0,2.0,3.0,32.0,,12.0,2.0,11.0,7.0,944.0,369.0,,228.0,141.0,,244.0,33.0,38.0,173.0,125.0,68.0,14.0,43.0,112.0,49.0,28.0,35.0,463.0,,1.0,1.0,8.0,80.0,27.0,5.0,11.0,0.0,330.0,,146.0,0.0,49.0,49.0,219.0,7.0,4.0,0.0,3.0
2006,Colusa,80.0,0.0,10.0,10.0,0.0,7.0,,3.0,1.0,1.0,2.0,,2.0,1.0,0.0,0.0,2.0,1.0,1.0,63.0,,3.0,11.0,37.0,12.0,624.0,164.0,,115.0,49.0,,76.0,33.0,36.0,7.0,88.0,40.0,41.0,7.0,78.0,43.0,11.0,24.0,382.0,,3.0,1.0,5.0,69.0,30.0,46.0,56.0,3.0,169.0,,121.0,0.0,72.0,107.0,82.0,7.0,4.0,0.0,3.0
2006,Contra Costa,"4,796",93,206,189,17,"2,103",,864,102,108,"1,029",,"1,042",264,52,115,153,65,412,"2,394",,574,292,895,633,"36,977","7,143",,"4,402","2,741",,"4,312",958,"2,356",998,"2,831","1,021",944,866,"8,833","7,602",831,400,"21,001",,55,112,"3,866","8,113","2,545",719,"2,287",98,"3,206",,"6,484",0,"3,822","4,499","6,196",238,84,59,95
2006,Del Norte,94.0,0.0,21.0,20.0,1.0,13.0,,1.0,3.0,1.0,8.0,,0.0,8.0,0.0,0.0,3.0,0.0,2.0,60.0,,1.0,6.0,16.0,37.0,667.0,216.0,,162.0,54.0,,64.0,10.0,54.0,0.0,152.0,63.0,87.0,2.0,108.0,67.0,30.0,11.0,343.0,,0.0,3.0,52.0,50.0,0.0,14.0,33.0,1.0,190.0,,82.0,0.0,64.0,71.0,126.0,5.0,4.0,0.0,1.0
2006,El Dorado,614,4.0,40,36.0,4.0,51,,9,7,4.0,31,,6,5,2.0,4.0,11.0,4.0,19,519,,16,49,161,293,"3,488",993,,522,471,,561,132,150,279,432,212,112,108,468,379,18,71,"2,027",,6,11,197,666,112,52,177,1,805,,850.0,0,360.0,381,436,14,9.0,2.0,3
2006,Fresno,"4,895",74.0,214.0,193.0,21.0,"1,621",,569,185,143.0,724,,853,205,36.0,116.0,174.0,26.0,211,"2,986",,869,647,954,516,"39,437","7,761",,"5,754","2,007",,"4,854","1,614","2,687",553,"2,907","1,560",983,364,"7,948","5,867","1,607",474,"23,728",,37,59,"2,741","6,555","5,386",744,"2,336",107,"5,763",,"6,845",0,"3,538","5,071","8,274",638,143.0,366.0,129
2006,Glenn,77.0,1.0,7.0,7.0,0.0,7.0,,5.0,1.0,1.0,0.0,,1.0,1.0,0.0,3.0,2.0,0.0,0.0,62.0,,3.0,11.0,25.0,23.0,670.0,185.0,,132.0,53.0,,64.0,19.0,25.0,20.0,121.0,61.0,24.0,36.0,55.0,27.0,17.0,11.0,430.0,,1.0,0.0,24.0,52.0,50.0,58.0,116.0,0.0,129.0,,85.0,0.0,76.0,144.0,125.0,4.0,2.0,2.0,0.0
2006,Humboldt,408,5,53,50,3,94,,28,16,21,29,,35,9,13,4,19,1,13,256,,27,39,147,43,"4,254","1,128",,704,424,,587,123,258,206,541,199,164,178,528,371,110,47,"2,598",,7,5,380,908,45,180,246,6,821,,666,0,468,595,869,35,11,15,9
2006,Imperial,663,3,18,17,1,139,,40,26,21,52,,40,25,8,12,13,4,37,503,,28,32,172,271,"6,388","2,192",,950,"1,242",,978,316,526,136,"1,214",354,479,381,"1,142",658,278,206,"3,054",,11,109,236,567,199,209,132,9,"1,582",,787.0,0,373.0,557,"1,337",82,21,14,47
2006,Inyo,74.0,0.0,3.0,3.0,0.0,1.0,,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,70.0,,2.0,2.0,13.0,53.0,323.0,35.0,,11.0,24.0,,16.0,3.0,10.0,3.0,19.0,6.0,8.0,5.0,32.0,22.0,5.0,5.0,256.0,,3.0,1.0,13.0,44.0,11.0,38.0,71.0,2.0,73.0,,82.0,0.0,55.0,69.0,50.0,4.0,4.0,0.0,0.0
2006,Kern,"4,189",65.0,201.0,192.0,9.0,"1,059",,279,143.0,103.0,534,,458,157.0,19.0,90.0,128.0,5.0,202.0,"2,864",,323,501,"1,385",655,"33,464","8,712",,"5,093","3,619",,"4,787","1,112","2,587","1,088","3,925","1,496","1,380","1,049","5,761","4,040","1,320",401,"18,991",,75.0,57.0,"2,273","6,456","3,325",504,"1,854",44,"4,403",,"5,737",0,"3,088","3,714","6,452",591,200.0,284.0,107
2006,Kings,535,4.0,31,25.0,6.0,83,,23,6,8.0,46,,15,10,4.0,5.0,11.0,3.0,35,417,,29,66,135,187,"3,623",682,,391,291,,437,93,163,181,245,99,64,82,688,423,181,84,"2,253",,9,27,327,566,148,167,296,26,687,,639.0,0,393.0,602,619,70,24.0,21.0,25
2006,Lake,329.0,7.0,16.0,14.0,2.0,26.0,,12.0,1.0,2.0,11.0,,3.0,1.0,0.0,0.0,10.0,1.0,11.0,280.0,,22.0,35.0,91.0,132.0,"1,555",574,,283.0,291.0,,395.0,63.0,193.0,139.0,179.0,74.0,64.0,41.0,205.0,149.0,13.0,43.0,776,,0.0,8.0,72.0,164.0,40.0,24.0,148.0,7.0,313.0,,238.0,0.0,112.0,144.0,282.0,20.0,12.0,3.0,5.0
2006,Lassen,89.0,1.0,10.0,10.0,0.0,5.0,,0.0,1.0,1.0,3.0,,1.0,0.0,1.0,0.0,1.0,0.0,2.0,73.0,,4.0,13.0,40.0,16.0,506.0,165.0,,79.0,86.0,,65.0,3.0,4.0,58.0,100.0,4.0,7.0,89.0,27.0,13.0,8.0,6.0,314.0,,3.0,3.0,20.0,98.0,15.0,16.0,83.0,0.0,76.0,,64.0,0.0,52.0,80.0,118.0,5.0,3.0,0.0,2.0
2006,Los Angeles,"65,047","1,012","2,342","1,953",389,"27,726",,"10,104","2,840","2,478","12,304",,"14,484","4,441",542,802,"1,647",265,"5,545","33,967",,"11,030","6,162","9,767","7,008","269,335","55,499",,"36,136","19,363",,"33,759","7,165","18,377","8,217","21,740","6,961","7,578","7,201","64,698","48,384","13,288","3,026","149,138",,422,"1,254","16,842","63,828","10,303","2,883","27,982",377,"25,247",,"59,377",0,"24,665","28,014","37,082","3,801",947,"1,416","1,438"
2006,Madera,777,2,55,49,6,129,,52,15,14,48,,16,11,6,9,13,1,73,591,,25,77,161,328,"3,478","1,074",,676,398,,580,146,236,198,494,245,81,168,613,510,50,53,"1,791",,5,31,114,442,117,53,158,12,859,,621.0,0,206.0,331,633,1,1,0,0
2006,Marin,639,3,47,43,4,196,,27,22,10,137,,64,15,6,6,20,5,80,393,,13,61,170,149,"5,950","1,354",,549,805,,645,129,252,264,709,224,254,231,822,646,121,55,"3,774",,21,30,234,"1,799",204,171,688,18,609,,"1,199",0,646,698,"1,231",50,28,4,18
2006,Mariposa,49.0,1.0,6.0,4.0,2.0,1.0,,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,41.0,,1.0,0.0,10.0,30.0,348.0,100.0,,62.0,38.0,,61.0,10.0,11.0,40.0,39.0,19.0,3.0,17.0,24.0,21.0,2.0,1.0,224.0,,1.0,0.0,7.0,34.0,12.0,1.0,34.0,2.0,133.0,,74.0,0.0,43.0,51.0,56.0,3.0,1.0,2.0,0.0
2006,Mendocino,479.0,6.0,41.0,33.0,8.0,44.0,,8.0,1.0,7.0,28.0,,12.0,8.0,0.0,3.0,14.0,0.0,7.0,388.0,,16.0,34.0,104.0,234.0,"1,768",575,,249.0,326.0,,243.0,43.0,65.0,135.0,332.0,100.0,100.0,132.0,165.0,109.0,30.0,26.0,"1,028",,1.0,2.0,164.0,257.0,30.0,72.0,110.0,8.0,384.0,,318.0,0.0,196.0,204.0,310.0,28.0,14.0,8.0,6.0
2006,Merced,"1,616",22.0,81.0,67.0,14.0,286,,73,29,18.0,166,,110,46,8.0,16.0,58.0,5.0,43,"1,227",,118,117,391,601,"9,006","2,528",,"1,770",758,,"1,517",504,516,497,"1,011",536,183,292,"1,221",905,216,100,"5,257",,27,47,812,"1,681",308,217,500,32,"1,633",,"1,261",0,847,"1,219","1,930",99,41.0,24.0,34
2006,Modoc,49.0,0.0,8.0,4.0,4.0,3.0,,0.0,1.0,0.0,2.0,,0.0,0.0,0.0,0.0,2.0,0.0,1.0,38.0,,3.0,8.0,13.0,14.0,194.0,67.0,,38.0,29.0,,37.0,7.0,3.0,27.0,30.0,14.0,2.0,14.0,16.0,12.0,0.0,4.0,111.0,,1.0,2.0,4.0,22.0,7.0,10.0,36.0,2.0,27.0,,30.0,0.0,12.0,42.0,27.0,3.0,1.0,1.0,1.0
2006,Mono,40.0,0.0,8.0,8.0,0.0,1.0,,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,31.0,,0.0,5.0,11.0,15.0,404.0,114.0,,49.0,65.0,,41.0,12.0,14.0,15.0,73.0,25.0,26.0,22.0,17.0,6.0,6.0,5.0,273.0,,2.0,0.0,7.0,49.0,7.0,14.0,57.0,2.0,135.0,,127.0,0.0,47.0,35.0,64.0,0.0,0.0,0.0,0.0
2006,Monterey,"2,014",15,116,106,10,599,,190,74,62,273,,353,91,13,38,44,15,45,"1,284",,182,183,469,450,"13,118","2,712",,"1,662","1,050",,"1,517",394,640,483,"1,195",510,294,391,"2,202","1,718",341,143,"8,204",,24,42,"1,045","2,683","1,707",206,828,16,"1,653",,"2,375",0,"1,291","1,538","3,000",81,28,31,22
2006,Napa,463,2,36,32,4,84,,13,9,13,49,,21,18,1,10,7,3,24,341,,19,59,154,109,"3,233",708,,307,401,,317,54,95,168,391,83,115,193,356,228,79,49,"2,169",,10,15,235,924,191,101,187,9,497,,682.0,0,346.0,480,661,26,14,10,2
2006,Nevada,298.0,2.0,18.0,16.0,2.0,21.0,,4.0,3.0,3.0,11.0,,2.0,4.0,1.0,4.0,2.0,0.0,8.0,257.0,,10.0,17.0,51.0,179.0,"1,527",419.0,,212.0,207.0,,223.0,52.0,57.0,114.0,196.0,91.0,40.0,65.0,151.0,100.0,26.0,25.0,957,,3.0,9.0,117.0,200.0,52.0,21.0,134.0,9.0,412.0,,294.0,0.0,207.0,176.0,280.0,11.0,3.0,3.0,5.0
2006,Orange,"8,358",79,475,412,63,"3,065",,"1,127",421,252,"1,265",,"1,618",586,94,121,202,118,326,"4,739",,728,901,"1,805","1,305","67,545","12,710",,"7,920","4,790",,"6,851","1,640","3,003","2,208","5,859","1,879","1,462","2,518","10,541","7,450","2,458",633,"44,294",,337,292,"6,635","18,463","4,838","1,385","4,779",214,"7,351",,"15,597",0,"7,522","9,337","11,838",693,149,109,435
2006,Placer,815,6.0,74,69.0,5.0,191,,60,15,17.0,99,,22,71,8.0,7.0,26.0,12.0,45,544,,21,55,222,246,"8,615","1,888",,887,"1,001",,998,210,321,467,890,327,212,351,"1,123",702,300,121,"5,604",,11,23,642,"1,989",628,148,909,18,"1,236",,"2,109",0,"1,058",986,"1,451",46,22.0,12.0,12
2006,Plumas,36.0,0.0,3.0,3.0,0.0,1.0,,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,32.0,,3.0,10.0,18.0,1.0,538.0,196.0,,56.0,140.0,,76.0,16.0,33.0,27.0,120.0,16.0,54.0,50.0,42.0,30.0,0.0,12.0,300.0,,23.0,1.0,13.0,31.0,10.0,22.0,86.0,1.0,113.0,,96.0,0.0,59.0,74.0,71.0,3.0,1.0,1.0,1.0
2006,Riverside,"9,388",109.0,526.0,440.0,86.0,"3,073",,938,309.0,731.0,"1,095",,988,604.0,105.0,235.0,387.0,71.0,683.0,"5,680",,784,819,"2,305","1,772","73,964","18,756",,"11,027","7,729",,"11,190","1,784","3,474","5,932","7,566","1,845","1,432","4,289","14,027","9,285","3,061","1,681","41,181",,208.0,255.0,"3,956","17,618","3,282",867,"5,146",146,"9,703",,"14,513",0,"6,663","7,664","12,341",389.0,98.0,121.0,170.0
2006,Sacramento,"10,849",99,483,428,55,"3,960",,"1,519",250,262,"1,929",,"2,102",630,94,157,511,79,387,"6,307",,"1,727",880,"2,454","1,246","62,633","14,623",,"10,856","3,767",,"9,519","2,163","5,294","2,062","5,104","2,488","1,251","1,365","16,094","12,698","2,757",639,"31,916",,98,169,"3,563","12,739","4,164",645,"4,100",227,"6,211",,"11,413",0,"4,817","5,717","9,969",578,219,192,167
2006,San Benito,168.0,2.0,8.0,7.0,1.0,32.0,,6.0,7.0,4.0,15.0,,8.0,0.0,1.0,2.0,1.0,0.0,20.0,126.0,,13.0,17.0,62.0,34.0,"1,297",459.0,,309.0,150.0,,275.0,41.0,151.0,83.0,184.0,72.0,44.0,68.0,178.0,122.0,32.0,24.0,660.0,,2.0,7.0,73.0,244.0,68.0,26.0,49.0,1.0,190.0,,200.0,0.0,125.0,127.0,208.0,16.0,2.0,4.0,10.0
2006,San Bernardino,"9,912",161,528,473,55,"3,528",,"1,388",288,267,"1,585",,991,648,122,255,341,56,"1,115","5,695",,"1,037",952,"2,512","1,194","61,414","14,410",,"11,116","3,294",,"8,550","2,089","4,201","2,260","5,860","1,941","2,186","1,733","14,552","10,073","3,163","1,316","32,452",,128,272,"5,749","11,538","2,799",540,"3,604",135,"7,687",,"11,419",0,"4,885","5,955","10,193",557,216,175,166
2006,San Diego,"13,578",126.0,777,618.0,159.0,"4,313",,"1,058",483,418.0,"2,354",,"2,148",791,90.0,216.0,330.0,157.0,581,"8,362",,"1,232","1,644","3,522","1,964","93,354","17,855",,"8,732","9,123",,"9,784","1,639","3,134","5,011","8,071","2,054","1,526","4,491","24,045","17,918","4,937","1,190","51,454",,75,197,"5,857","24,142","2,653","1,685","9,628",137,"7,080",,"19,657",0,"9,377","9,449","12,971",468,210.0,184.0,74
2006,San Francisco,"6,605",86.0,154.0,111.0,43.0,"3,907",,824,321,278.0,"2,484",,"2,384",215,20.0,103.0,88.0,44.0,"1,053","2,458",,266,443,"1,126",623,"38,085","6,605",,"3,357","3,248",,"3,418","1,115","2,301",2,"3,187","1,813","1,343",31,"6,689","4,936","1,385",368,"24,791",,957,179,"2,537","14,641",161,438,"2,599",27,"3,252",,744,0,309,251,"23,487",228,93.0,100.0,35
2006,San Joaquin,"6,079",57.0,165.0,137.0,28.0,"1,916",,680.0,154.0,214.0,868.0,,807,208.0,52.0,198.0,218.0,47.0,386.0,"3,941",,859,369.0,"1,590","1,123","36,202","7,234",,"4,716","2,518",,"4,171",685,"1,769","1,717","3,063","1,021",738.0,"1,304","6,263","4,615","1,455",193.0,"22,705",,42.0,103.0,"2,701","10,351","2,132",531,"1,668",64,"5,113",,"7,759",0,"3,594","4,536","6,816",147.0,54.0,43.0,50.0
2006,San Luis Obispo,738,6,79,70,9,95,,18,5,16,56,,21,5,5,8,8,2,46,558,,32,59,217,250,"6,711","1,486",,814,672,,671,158,187,326,815,343,201,271,488,307,81,100,"4,737",,13,29,455,"1,728",226,284,410,20,"1,572",,"1,449",0,941,997,"1,350",83,14,10,59
2006,San Mateo,"2,195",22,155,135,20,716,,238,53,72,353,,338,105,28,27,56,25,137,"1,302",,196,226,521,359,"17,792","2,969",,"1,699","1,270",,"1,606",382,788,436,"1,363",515,512,336,"2,749","2,245",328,176,"12,074",,60,60,"1,658","4,775","1,088",368,"1,340",71,"2,654",,"3,786",0,"1,907","2,149","4,232",149,59,33,57
2006,Santa Barbara,"1,752",13.0,131,110.0,21.0,299,,47,55,25.0,172,,152,21,11.0,16.0,17.0,12.0,70,"1,309",,74,371,227,637,"9,092","1,927",,915,"1,012",,"1,126",324,469,333,801,253,314,234,897,808,35,54,"6,268",,22,36,679,"1,509","1,177",739,507,47,"1,552",,"1,881",0,"1,264","1,435","1,688",77,32.0,12.0,33
2006,Santa Clara,"5,438",37,330,272,58,"1,523",,378,211,206,728,,406,428,49,114,155,69,302,"3,548",,290,809,"1,594",855,"46,820","8,706",,"5,946","2,760",,"5,266",964,"2,260","2,042","3,440","1,002",683,"1,755","10,023","7,971","1,665",387,"28,091",,86,157,"4,227","9,297","4,596","1,732","3,759",132,"4,105",,"8,575",0,"4,401","5,107","10,008",672,222,94,356
2006,Santa Cruz,"1,083",16.0,96.0,86.0,10.0,227,,31.0,49.0,12.0,135.0,,48,11.0,5.0,10.0,16.0,8.0,129.0,744,,42,171.0,283,248,"9,936","1,961",,"1,380",581,,"1,174",343,575,256,787,310,273.0,204,857,587,170,100.0,"7,118",,28.0,49.0,869,"3,008",450,548,814,29,"1,323",,"2,244",0,"1,376","1,436","2,062",85.0,37.0,23.0,25.0
2006,Shasta,648,8.0,94.0,87.0,7.0,85.0,,15.0,12.0,6.0,52.0,,32.0,12.0,3.0,8.0,13.0,4.0,13.0,461,,33.0,65.0,197.0,166.0,"4,986","1,202",,595,607.0,,740,203.0,214.0,323.0,462,212.0,106.0,144.0,820,448.0,233.0,139.0,"2,964",,7.0,20.0,558,"1,056",278.0,102.0,367.0,21.0,555,,927,0.0,382.0,580,"1,075",45.0,20.0,8.0,17.0
2006,Sierra,10.0,0.0,2.0,2.0,0.0,1.0,,0.0,0.0,0.0,1.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,,0.0,0.0,2.0,5.0,63.0,15.0,,7.0,8.0,,11.0,1.0,7.0,3.0,4.0,1.0,0.0,3.0,11.0,8.0,1.0,2.0,37.0,,0.0,0.0,0.0,7.0,2.0,0.0,5.0,0.0,23.0,,13.0,0.0,5.0,9.0,10.0,0.0,0.0,0.0,0.0
2006,Siskiyou,153.0,0.0,17.0,17.0,0.0,9.0,,2.0,0.0,0.0,7.0,,5.0,0.0,0.0,0.0,2.0,1.0,1.0,127.0,,6.0,16.0,45.0,60.0,868.0,208.0,,106.0,102.0,,126.0,22.0,33.0,71.0,82.0,44.0,15.0,23.0,74.0,51.0,9.0,14.0,586.0,,2.0,1.0,86.0,140.0,24.0,47.0,114.0,4.0,168.0,,145.0,0.0,109.0,131.0,201.0,15.0,9.0,5.0,1.0
2006,Solano,"2,531",14,129,102,27,849,,291,43,41,474,,379,114,25,53,99,21,158,"1,539",,149,112,619,659,"15,127","2,883",,"1,765","1,118",,"1,824",309,636,879,"1,059",262,178,619,"2,916","2,497",311,108,"9,328",,59,52,"1,393","3,422",731,198,"1,338",58,"2,077",,"2,220",0,"1,235","1,761","4,112",208,70,90,48
2006,Sonoma,"2,163",11,173,170,3,300,,59,29,23,189,,114,43,8,18,34,8,75,"1,679",,141,267,529,742,"10,083","2,209",,917,"1,292",,"1,086",241,710,135,"1,123",331,660,132,971,723,158,90,"6,903",,13,49,969,"2,897",584,302,811,33,"1,245",,"1,789",0,954,"1,239","2,921",103,53,10,40
2006,Stanislaus,"3,056",29,151,135,16,767,,272,74,65,356,,291,170,28,71,80,26,101,"2,109",,264,270,781,794,"25,230","5,002",,"3,180","1,822",,"3,068",634,"1,249","1,185","1,934",751,405,778,"4,642","3,382","1,014",246,"15,586",,17,53,"2,354","5,332","1,942",356,916,63,"4,553",,"3,981",0,"2,308","2,850","6,447",400,95,224,81
2006,Sutter,414,4.0,30,29.0,1.0,64,,25,9,9.0,21,,22,12,1.0,4.0,15.0,1.0,9,316,,58,43,152,63,"3,086",836,,395,441,,459,52,121,286,377,63,73,241,383,267,85,31,"1,867",,3,3,281,674,120,103,169,18,496,,525.0,0,330.0,407,605,31,7.0,13.0,11
2006,Tehama,453,5.0,7,7.0,0.0,23,,4,1,4.0,14,,0,3,0.0,1.0,5.0,2.0,12,418,,10,28,285,95,"1,456",442,,179,263,,228,32,18,178,214,12,10,192,166,74,74,18,848,,3,11,42,251,14,59,152,4,312,,167.0,0,137.0,215,329,42,10.0,12.0,20
2006,Trinity,23.0,0.0,4.0,4.0,0.0,4.0,,2.0,1.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,4.0,15.0,,2.0,3.0,4.0,6.0,185.0,77.0,,53.0,24.0,,44.0,3.0,5.0,36.0,33.0,1.0,2.0,30.0,78.0,38.0,20.0,20.0,30.0,,14.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,11.0,,11.0,0.0,6.0,5.0,8.0,2.0,1.0,0.0,1.0
2006,Tulare,"2,442",49.0,130.0,116.0,14.0,466,,180.0,52.0,38.0,196.0,,192,44.0,11.0,46.0,52.0,6.0,115.0,"1,797",,454,255.0,633,455,"19,326","4,611",,"3,192","1,419",,"2,563",635,"1,006",922,"2,048",689,669.0,690,"3,857","2,753",796,308.0,"10,858",,60.0,133.0,977,"3,877","1,237",362,"1,031",92,"3,089",,"2,938",0,"1,698","2,336","3,886",729.0,98.0,301.0,330.0
2006,Tuolumne,142.0,0.0,15.0,15.0,0.0,15.0,,1.0,4.0,1.0,9.0,,4.0,5.0,0.0,0.0,4.0,0.0,2.0,112.0,,9.0,17.0,41.0,45.0,"1,358",436.0,,231.0,205.0,,282.0,50.0,95.0,137.0,154.0,58.0,55.0,41.0,211.0,193.0,8.0,10.0,711,,2.0,4.0,26.0,254.0,20.0,5.0,166.0,4.0,230.0,,194.0,0.0,109.0,193.0,215.0,8.0,4.0,1.0,3.0
2006,Ventura,"2,224",29.0,128.0,117.0,11.0,802,,242,163,87.0,310,,398,105,29.0,31.0,62.0,29.0,148,"1,265",,223,302,417,323,"16,630","3,516",,"2,048","1,468",,"1,934",446,868,620,"1,582",545,468,569,"1,763","1,066",488,209,"11,351",,57,30.0,"1,856","5,060","1,047",450,"1,365",29,"1,457",,"3,856",0,"1,865","2,511","3,119",170,54.0,52.0,64
2006,Yolo,821,4,56,50,6,175,,40,18,12,105,,59,24,6,15,33,2,36,586,,16,43,130,397,"6,259","1,677",,898,779,,871,278,300,293,806,377,187,242,855,629,123,103,"3,727",,14,23,235,"1,194",256,699,365,21,920,,"1,021",0,768,972,966,136,57,22,57
2006,Yuba,334.0,3.0,32.0,28.0,4.0,70.0,,16.0,8.0,11.0,35.0,,15.0,8.0,2.0,1.0,19.0,1.0,24.0,229.0,,15.0,13.0,114.0,87.0,"2,167",801,,431.0,370.0,,511.0,115.0,150.0,246.0,290.0,118.0,66.0,106.0,393.0,282.0,76.0,35.0,973,,8.0,5.0,76.0,307.0,62.0,38.0,177.0,5.0,295.0,,308.0,0.0,187.0,221.0,257.0,19.0,13.0,2.0,4.0
2007,Alameda,"12,536",152.0,528.0,488.0,40.0,"6,042",,"2,726",280,341.0,"2,695",,"3,707",573,164.0,257.0,431.0,119.0,791,"5,814",,"1,524",446,"2,774","1,070","62,731","12,065",,"8,203","3,862",,"6,452","1,439","3,118","1,895","5,613","2,229","1,519","1,865","18,037","16,394","1,084",559,"32,629",,240,387.0,"3,790","12,406","4,672","1,376","3,253",62,"6,443",,"9,031",0,"5,116","5,178","13,304",557,200.0,262.0,95
2007,Alpine,15.0,1.0,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,,0.0,3.0,3.0,7.0,74.0,15.0,,7.0,8.0,,8.0,0.0,7.0,1.0,7.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,59.0,,0.0,0.0,0.0,7.0,1.0,0.0,7.0,0.0,44.0,,20.0,0.0,18.0,5.0,16.0,0.0,0.0,0.0,0.0
2007,Amador,154.0,0.0,23.0,21.0,2.0,12.0,,0.0,1.0,0.0,11.0,,2.0,2.0,0.0,1.0,4.0,0.0,3.0,119.0,,11.0,16.0,46.0,46.0,831.0,240.0,,99.0,141.0,,114.0,33.0,60.0,21.0,126.0,41.0,67.0,18.0,67.0,44.0,7.0,16.0,524.0,,4.0,6.0,16.0,117.0,12.0,8.0,110.0,8.0,243.0,,159.0,0.0,72.0,88.0,205.0,3.0,0.0,0.0,3.0
2007,Butte,977,9,127,121,6,176,,55,17,21,83,,46,19,8,14,44,6,39,665,,61,54,218,332,"6,666","1,840",,896,944,,"1,244",377,564,303,596,210,271,115,875,595,172,108,"3,951",,11,7,612,"1,004",246,385,404,7,"1,275",,"1,002",0,578,849,"1,522",122,14,25,83
2007,Calaveras,68.0,0.0,19.0,17.0,2.0,10.0,,2.0,2.0,0.0,6.0,,3.0,3.0,0.0,1.0,0.0,0.0,3.0,39.0,,9.0,0.0,15.0,15.0,785.0,279.0,,156.0,123.0,,189.0,24.0,29.0,136.0,90.0,31.0,24.0,35.0,79.0,31.0,25.0,23.0,427.0,,0.0,2.0,10.0,84.0,16.0,1.0,18.0,5.0,291.0,,128.0,0.0,52.0,49.0,198.0,6.0,3.0,1.0,2.0
2007,Colusa,66.0,1.0,4.0,4.0,0.0,7.0,,4.0,1.0,0.0,2.0,,1.0,3.0,0.0,0.0,1.0,0.0,2.0,54.0,,4.0,14.0,23.0,13.0,602.0,194.0,,133.0,61.0,,86.0,32.0,43.0,11.0,108.0,47.0,47.0,14.0,55.0,29.0,9.0,17.0,353.0,,0.0,0.0,13.0,67.0,36.0,28.0,67.0,2.0,140.0,,103.0,0.0,71.0,81.0,98.0,1.0,1.0,0.0,0.0
2007,Contra Costa,"4,954",98,197,185,12,"2,203",,"1,014",80,126,983,,"1,092",288,62,111,198,41,411,"2,456",,674,280,840,662,"36,406","7,625",,"4,736","2,889",,"4,920","1,049","2,767","1,104","2,705","1,025",841,839,"8,832","7,583",934,315,"19,949",,64,107,"3,662","7,865","2,167",658,"2,091",111,"3,224",,"6,672",0,"3,414","4,131","5,732",251,102,66,83
2007,Del Norte,86.0,2.0,26.0,24.0,2.0,7.0,,0.0,1.0,1.0,5.0,,1.0,1.0,0.0,1.0,2.0,0.0,2.0,51.0,,0.0,3.0,8.0,40.0,514.0,172.0,,124.0,48.0,,41.0,7.0,34.0,0.0,131.0,44.0,87.0,0.0,78.0,38.0,31.0,9.0,264.0,,0.0,1.0,32.0,21.0,0.0,18.0,21.0,3.0,168.0,,72.0,0.0,56.0,67.0,69.0,4.0,3.0,1.0,0.0
